"ORDER_ID","ORDER_STATUS","ORDER_DATE","PRODUCT_ID","ORDER_QUANTITY"
"OD10246","Delivered",2023-07-24,"SKU28877",5
"OD10246","Delivered",2023-07-24,"SKU23477",1
"OD10247","In transit",2023-01-03,"SKU10579",4
"OD10247","In transit",2023-01-03,"SKU17142",2
"OD10247","In transit",2023-01-03,"SKU25936",4
"OD10247","In transit",2023-01-03,"SKU19315",5
"OD10247","In transit",2023-01-03,"SKU21879",2
"OD10247","In transit",2023-01-03,"SKU15823",5
"OD10248","Returned",2023-04-05,"SKU17447",2
"OD10248","Returned",2023-04-05,"SKU13288",3
"OD10248","Returned",2023-04-05,"SKU27672",2
"OD10248","Returned",2023-04-05,"SKU10904",2
"OD10248","Returned",2023-04-05,"SKU18045",3
"OD10248","Returned",2023-04-05,"SKU18081",1
"OD10248","Returned",2023-04-05,"SKU17482",3
"OD10248","Returned",2023-04-05,"SKU27173",1
"OD10249","In transit",2023-04-01,"SKU27161",4
"OD10249","In transit",2023-04-01,"SKU14195",1
"OD10249","In transit",2023-04-01,"SKU26608",4
"OD10249","In transit",2023-04-01,"SKU14448",4
"OD10249","In transit",2023-04-01,"SKU14330",1
"OD10249","In transit",2023-04-01,"SKU14582",4
"OD10250","In transit",2023-07-22,"SKU20094",2
"OD10250","In transit",2023-07-22,"SKU13934",3
"OD10250","In transit",2023-07-22,"SKU15743",2
"OD10250","In transit",2023-07-22,"SKU13003",3
"OD10250","In transit",2023-07-22,"SKU22115",3
"OD10250","In transit",2023-07-22,"SKU28707",3
"OD10250","In transit",2023-07-22,"SKU16532",3
"OD10251","Delivered",2023-02-13,"SKU28401",4
"OD10251","Delivered",2023-02-13,"SKU24294",4
"OD10252","In transit",2023-10-09,"SKU27205",3
"OD10252","In transit",2023-10-09,"SKU25557",2
"OD10252","In transit",2023-10-09,"SKU10638",3
"OD10253","Order placed",2023-08-15,"SKU14793",5
"OD10254","Delivered",2023-02-21,"SKU13372",2
"OD10254","Delivered",2023-02-21,"SKU22731",4
"OD10254","Delivered",2023-02-21,"SKU18676",5
"OD10255","Delivered",2023-10-30,"SKU26075",2
"OD10255","Delivered",2023-10-30,"SKU29219",4
"OD10255","Delivered",2023-10-30,"SKU22499",4
"OD10256","In transit",2023-07-16,"SKU29631",2
"OD10256","In transit",2023-07-16,"SKU25880",3
"OD10256","In transit",2023-07-16,"SKU30063",5
"OD10256","In transit",2023-07-16,"SKU22778",4
"OD10257","Delivered",2023-10-20,"SKU11017",4
"OD10257","Delivered",2023-10-20,"SKU19729",5
"OD10257","Delivered",2023-10-20,"SKU14085",3
"OD10257","Delivered",2023-10-20,"SKU14116",2
"OD10257","Delivered",2023-10-20,"SKU20283",2
"OD10257","Delivered",2023-10-20,"SKU24717",2
"OD10257","Delivered",2023-10-20,"SKU30038",3
"OD10258","In transit",2023-10-23,"SKU29062",5
"OD10258","In transit",2023-10-23,"SKU29007",3
"OD10258","In transit",2023-10-23,"SKU28721",1
"OD10258","In transit",2023-10-23,"SKU28155",2
"OD10258","In transit",2023-10-23,"SKU16930",1
"OD10258","In transit",2023-10-23,"SKU21159",3
"OD10259","Delivered",2023-11-03,"SKU11012",1
"OD10259","Delivered",2023-11-03,"SKU28170",2
"OD10259","Delivered",2023-11-03,"SKU21222",2
"OD10259","Delivered",2023-11-03,"SKU20999",4
"OD10259","Delivered",2023-11-03,"SKU18163",2
"OD10259","Delivered",2023-11-03,"SKU23541",5
"OD10259","Delivered",2023-11-03,"SKU29417",2
"OD10260","Delivered",2023-11-19,"SKU23957",4
"OD10260","Delivered",2023-11-19,"SKU11459",1
"OD10260","Delivered",2023-11-19,"SKU15219",4
"OD10260","Delivered",2023-11-19,"SKU10761",4
"OD10261","Delivered",2023-03-25,"SKU18312",4
"OD10261","Delivered",2023-03-25,"SKU14469",3
"OD10261","Delivered",2023-03-25,"SKU24395",3
"OD10262","Delivered",2023-08-13,"SKU28421",2
"OD10262","Delivered",2023-08-13,"SKU24039",2
"OD10262","Delivered",2023-08-13,"SKU22363",4
"OD10262","Delivered",2023-08-13,"SKU26296",5
"OD10262","Delivered",2023-08-13,"SKU26266",3
"OD10263","Cancelled",2023-04-13,"SKU17026",2
"OD10263","Cancelled",2023-04-13,"SKU11993",2
"OD10263","Cancelled",2023-04-13,"SKU13776",3
"OD10263","Cancelled",2023-04-13,"SKU18215",1
"OD10263","Cancelled",2023-04-13,"SKU14649",3
"OD10263","Cancelled",2023-04-13,"SKU18793",3
"OD10263","Cancelled",2023-04-13,"SKU13825",4
"OD10264","Delivered",2023-11-07,"SKU20677",4
"OD10264","Delivered",2023-11-07,"SKU11815",5
"OD10264","Delivered",2023-11-07,"SKU13214",4
"OD10264","Delivered",2023-11-07,"SKU25548",3
"OD10264","Delivered",2023-11-07,"SKU19542",3
"OD10264","Delivered",2023-11-07,"SKU14498",1
"OD10264","Delivered",2023-11-07,"SKU28963",5
"OD10265","Order placed",2023-05-31,"SKU17891",2
"OD10265","Order placed",2023-05-31,"SKU19828",4
"OD10265","Order placed",2023-05-31,"SKU20164",4
"OD10265","Order placed",2023-05-31,"SKU11535",3
"OD10265","Order placed",2023-05-31,"SKU22303",3
"OD10265","Order placed",2023-05-31,"SKU13817",3
"OD10265","Order placed",2023-05-31,"SKU25335",4
"OD10265","Order placed",2023-05-31,"SKU14315",1
"OD10266","Order placed",2023-08-13,"SKU29002",4
"OD10266","Order placed",2023-08-13,"SKU22242",2
"OD10266","Order placed",2023-08-13,"SKU25622",3
"OD10266","Order placed",2023-08-13,"SKU12945",2
"OD10266","Order placed",2023-08-13,"SKU12681",3
"OD10266","Order placed",2023-08-13,"SKU28893",4
"OD10267","Delivered",2023-08-21,"SKU11944",1
"OD10267","Delivered",2023-08-21,"SKU21256",3
"OD10267","Delivered",2023-08-21,"SKU19074",3
"OD10267","Delivered",2023-08-21,"SKU23459",1
"OD10267","Delivered",2023-08-21,"SKU25138",5
"OD10268","Order placed",2023-01-15,"SKU15429",2
"OD10268","Order placed",2023-01-15,"SKU24182",3
"OD10268","Order placed",2023-01-15,"SKU12904",1
"OD10269","Delivered",2023-04-29,"SKU29330",5
"OD10269","Delivered",2023-04-29,"SKU29364",3
"OD10269","Delivered",2023-04-29,"SKU15507",4
"OD10269","Delivered",2023-04-29,"SKU15829",2
"OD10270","In transit",2023-08-09,"SKU11757",3
"OD10270","In transit",2023-08-09,"SKU28267",4
"OD10270","In transit",2023-08-09,"SKU26598",4
"OD10270","In transit",2023-08-09,"SKU25933",1
"OD10270","In transit",2023-08-09,"SKU12379",2
"OD10270","In transit",2023-08-09,"SKU26355",5
"OD10270","In transit",2023-08-09,"SKU29175",1
"OD10270","In transit",2023-08-09,"SKU14104",2
"OD10270","In transit",2023-08-09,"SKU14242",5
"OD10270","In transit",2023-08-09,"SKU10888",5
"OD10271","In transit",2023-05-08,"SKU26899",4
"OD10271","In transit",2023-05-08,"SKU15506",3
"OD10271","In transit",2023-05-08,"SKU23259",3
"OD10271","In transit",2023-05-08,"SKU19483",3
"OD10271","In transit",2023-05-08,"SKU15559",4
"OD10271","In transit",2023-05-08,"SKU15028",3
"OD10271","In transit",2023-05-08,"SKU18753",2
"OD10271","In transit",2023-05-08,"SKU26291",2
"OD10272","In transit",2023-06-23,"SKU14939",2
"OD10272","In transit",2023-06-23,"SKU10352",2
"OD10272","In transit",2023-06-23,"SKU14646",5
"OD10272","In transit",2023-06-23,"SKU22132",5
"OD10273","In transit",2023-11-06,"SKU23279",4
"OD10273","In transit",2023-11-06,"SKU19068",4
"OD10274","Delivered",2023-09-20,"SKU18453",2
"OD10274","Delivered",2023-09-20,"SKU10117",3
"OD10274","Delivered",2023-09-20,"SKU12416",3
"OD10274","Delivered",2023-09-20,"SKU14882",4
"OD10274","Delivered",2023-09-20,"SKU25702",3
"OD10274","Delivered",2023-09-20,"SKU13523",3
"OD10274","Delivered",2023-09-20,"SKU11322",2
"OD10274","Delivered",2023-09-20,"SKU10912",3
"OD10275","In transit",2023-03-17,"SKU10206",3
"OD10275","In transit",2023-03-17,"SKU15101",1
"OD10275","In transit",2023-03-17,"SKU17864",3
"OD10275","In transit",2023-03-17,"SKU20107",2
"OD10275","In transit",2023-03-17,"SKU24697",1
"OD10275","In transit",2023-03-17,"SKU26001",5
"OD10275","In transit",2023-03-17,"SKU17892",4
"OD10275","In transit",2023-03-17,"SKU25610",3
"OD10275","In transit",2023-03-17,"SKU13233",4
"OD10276","Delivered",2023-09-09,"SKU10353",5
"OD10277","Delivered",2023-09-24,"SKU15579",3
"OD10277","Delivered",2023-09-24,"SKU18268",3
"OD10277","Delivered",2023-09-24,"SKU22403",2
"OD10277","Delivered",2023-09-24,"SKU25939",4
"OD10277","Delivered",2023-09-24,"SKU26782",5
"OD10277","Delivered",2023-09-24,"SKU14794",4
"OD10278","Delivered",2023-10-12,"SKU29484",3
"OD10278","Delivered",2023-10-12,"SKU27613",5
"OD10278","Delivered",2023-10-12,"SKU29972",4
"OD10278","Delivered",2023-10-12,"SKU11969",1
"OD10278","Delivered",2023-10-12,"SKU22602",3
"OD10278","Delivered",2023-10-12,"SKU13642",2
"OD10278","Delivered",2023-10-12,"SKU24145",5
"OD10278","Delivered",2023-10-12,"SKU11873",5
"OD10278","Delivered",2023-10-12,"SKU13564",2
"OD10279","Delivered",2023-08-25,"SKU30079",5
"OD10279","Delivered",2023-08-25,"SKU13364",1
"OD10279","Delivered",2023-08-25,"SKU13519",4
"OD10279","Delivered",2023-08-25,"SKU12098",3
"OD10280","In transit",2023-12-15,"SKU21825",3
"OD10280","In transit",2023-12-15,"SKU22071",2
"OD10280","In transit",2023-12-15,"SKU20339",4
"OD10280","In transit",2023-12-15,"SKU26990",4
"OD10280","In transit",2023-12-15,"SKU12530",2
"OD10280","In transit",2023-12-15,"SKU18238",2
"OD10280","In transit",2023-12-15,"SKU24201",4
"OD10280","In transit",2023-12-15,"SKU18522",4
"OD10280","In transit",2023-12-15,"SKU11223",3
"OD10281","Delivered",2023-01-08,"SKU20355",2
"OD10281","Delivered",2023-01-08,"SKU28417",4
"OD10281","Delivered",2023-01-08,"SKU18469",3
"OD10281","Delivered",2023-01-08,"SKU28329",1
"OD10281","Delivered",2023-01-08,"SKU14203",1
"OD10282","In transit",2023-02-26,"SKU17601",2
"OD10282","In transit",2023-02-26,"SKU25630",5
"OD10283","Delivered",2023-09-03,"SKU13824",4
"OD10283","Delivered",2023-09-03,"SKU28476",5
"OD10283","Delivered",2023-09-03,"SKU12099",2
"OD10283","Delivered",2023-09-03,"SKU12458",3
"OD10283","Delivered",2023-09-03,"SKU13452",3
"OD10283","Delivered",2023-09-03,"SKU17471",4
"OD10283","Delivered",2023-09-03,"SKU29950",2
"OD10284","Delivered",2023-11-25,"SKU15137",4
"OD10284","Delivered",2023-11-25,"SKU18684",3
"OD10284","Delivered",2023-11-25,"SKU28788",2
"OD10284","Delivered",2023-11-25,"SKU12312",3
"OD10284","Delivered",2023-11-25,"SKU19778",4
"OD10285","Order placed",2023-03-23,"SKU21095",1
"OD10285","Order placed",2023-03-23,"SKU12531",5
"OD10285","Order placed",2023-03-23,"SKU16774",3
"OD10285","Order placed",2023-03-23,"SKU19207",1
"OD10285","Order placed",2023-03-23,"SKU20351",1
"OD10285","Order placed",2023-03-23,"SKU27938",2
"OD10285","Order placed",2023-03-23,"SKU17649",3
"OD10285","Order placed",2023-03-23,"SKU11679",2
"OD10286","In transit",2023-01-17,"SKU23463",2
"OD10286","In transit",2023-01-17,"SKU14961",4
"OD10286","In transit",2023-01-17,"SKU20685",4
"OD10286","In transit",2023-01-17,"SKU15437",3
"OD10286","In transit",2023-01-17,"SKU13517",2
"OD10286","In transit",2023-01-17,"SKU10966",1
"OD10286","In transit",2023-01-17,"SKU24765",1
"OD10287","Delivered",2023-05-31,"SKU17379",1
"OD10287","Delivered",2023-05-31,"SKU11929",4
"OD10287","Delivered",2023-05-31,"SKU18314",4
"OD10287","Delivered",2023-05-31,"SKU18379",2
"OD10287","Delivered",2023-05-31,"SKU11202",4
"OD10287","Delivered",2023-05-31,"SKU10242",5
"OD10287","Delivered",2023-05-31,"SKU13486",5
"OD10288","Delivered",2023-01-16,"SKU28860",4
"OD10288","Delivered",2023-01-16,"SKU27548",3
"OD10289","Order placed",2023-05-17,"SKU23525",5
"OD10289","Order placed",2023-05-17,"SKU20549",2
"OD10289","Order placed",2023-05-17,"SKU16044",1
"OD10289","Order placed",2023-05-17,"SKU24348",2
"OD10289","Order placed",2023-05-17,"SKU22695",3
"OD10289","Order placed",2023-05-17,"SKU28128",3
"OD10289","Order placed",2023-05-17,"SKU11601",3
"OD10290","In transit",2023-10-29,"SKU24922",5
"OD10290","In transit",2023-10-29,"SKU11800",3
"OD10290","In transit",2023-10-29,"SKU27757",3
"OD10290","In transit",2023-10-29,"SKU17475",4
"OD10290","In transit",2023-10-29,"SKU12138",2
"OD10290","In transit",2023-10-29,"SKU24312",3
"OD10290","In transit",2023-10-29,"SKU18900",1
"OD10291","Delivered",2023-05-19,"SKU21699",3
"OD10291","Delivered",2023-05-19,"SKU24373",2
"OD10292","Delivered",2023-03-14,"SKU29755",5
"OD10292","Delivered",2023-03-14,"SKU27859",1
"OD10292","Delivered",2023-03-14,"SKU26686",2
"OD10292","Delivered",2023-03-14,"SKU16576",1
"OD10292","Delivered",2023-03-14,"SKU21102",2
"OD10292","Delivered",2023-03-14,"SKU28461",3
"OD10292","Delivered",2023-03-14,"SKU16270",3
"OD10292","Delivered",2023-03-14,"SKU25945",3
"OD10292","Delivered",2023-03-14,"SKU14761",3
"OD10293","In transit",2023-05-02,"SKU21782",2
"OD10293","In transit",2023-05-02,"SKU22286",2
"OD10293","In transit",2023-05-02,"SKU28185",5
"OD10293","In transit",2023-05-02,"SKU13876",1
"OD10293","In transit",2023-05-02,"SKU27008",5
"OD10293","In transit",2023-05-02,"SKU16379",3
"OD10293","In transit",2023-05-02,"SKU19587",5
"OD10293","In transit",2023-05-02,"SKU16706",4
"OD10294","In transit",2023-09-25,"SKU12725",1
"OD10294","In transit",2023-09-25,"SKU10288",5
"OD10294","In transit",2023-09-25,"SKU11195",1
"OD10294","In transit",2023-09-25,"SKU26519",1
"OD10294","In transit",2023-09-25,"SKU21922",5
"OD10294","In transit",2023-09-25,"SKU14901",1
"OD10294","In transit",2023-09-25,"SKU13360",2
"OD10295","Delivered",2023-05-15,"SKU15917",3
"OD10295","Delivered",2023-05-15,"SKU22436",5
"OD10295","Delivered",2023-05-15,"SKU28830",4
"OD10295","Delivered",2023-05-15,"SKU16991",3
"OD10295","Delivered",2023-05-15,"SKU29587",2
"OD10295","Delivered",2023-05-15,"SKU15022",3
"OD10295","Delivered",2023-05-15,"SKU22718",4
"OD10295","Delivered",2023-05-15,"SKU14116",5
"OD10295","Delivered",2023-05-15,"SKU29217",1
"OD10296","In transit",2023-12-31,"SKU15145",3
"OD10296","In transit",2023-12-31,"SKU19564",4
"OD10296","In transit",2023-12-31,"SKU28274",5
"OD10296","In transit",2023-12-31,"SKU15700",4
"OD10296","In transit",2023-12-31,"SKU21559",4
"OD10296","In transit",2023-12-31,"SKU22919",5
"OD10296","In transit",2023-12-31,"SKU24846",2
"OD10296","In transit",2023-12-31,"SKU26926",5
"OD10297","Delivered",2023-08-08,"SKU18274",2
"OD10297","Delivered",2023-08-08,"SKU20000",4
"OD10297","Delivered",2023-08-08,"SKU25187",4
"OD10297","Delivered",2023-08-08,"SKU23494",4
"OD10297","Delivered",2023-08-08,"SKU23932",2
"OD10297","Delivered",2023-08-08,"SKU16595",4
"OD10297","Delivered",2023-08-08,"SKU12881",3
"OD10298","Cancelled",2023-05-13,"SKU22581",4
"OD10298","Cancelled",2023-05-13,"SKU13034",5
"OD10298","Cancelled",2023-05-13,"SKU23562",2
"OD10298","Cancelled",2023-05-13,"SKU15467",3
"OD10298","Cancelled",2023-05-13,"SKU29376",3
"OD10299","Delivered",2023-03-08,"SKU13529",2
"OD10299","Delivered",2023-03-08,"SKU12745",5
"OD10299","Delivered",2023-03-08,"SKU29438",5
"OD10299","Delivered",2023-03-08,"SKU15348",1
"OD10299","Delivered",2023-03-08,"SKU28394",2
"OD10299","Delivered",2023-03-08,"SKU20404",2
"OD10299","Delivered",2023-03-08,"SKU10763",1
"OD10300","Delivered",2023-12-24,"SKU22349",3
"OD10301","Delivered",2023-04-11,"SKU15384",3
"OD10301","Delivered",2023-04-11,"SKU22181",4
"OD10301","Delivered",2023-04-11,"SKU15479",4
"OD10301","Delivered",2023-04-11,"SKU29866",4
"OD10301","Delivered",2023-04-11,"SKU20907",2
"OD10301","Delivered",2023-04-11,"SKU16963",5
"OD10301","Delivered",2023-04-11,"SKU27272",3
"OD10301","Delivered",2023-04-11,"SKU22871",1
"OD10302","In transit",2023-06-10,"SKU16658",5
"OD10302","In transit",2023-06-10,"SKU27314",2
"OD10302","In transit",2023-06-10,"SKU22548",2
"OD10302","In transit",2023-06-10,"SKU16216",2
"OD10302","In transit",2023-06-10,"SKU17114",2
"OD10302","In transit",2023-06-10,"SKU29884",2
"OD10302","In transit",2023-06-10,"SKU24393",1
"OD10303","In transit",2023-05-02,"SKU17548",2
"OD10304","In transit",2023-09-17,"SKU13749",3
"OD10304","In transit",2023-09-17,"SKU29968",4
"OD10305","In transit",2023-06-16,"SKU12335",5
"OD10305","In transit",2023-06-16,"SKU20482",4
"OD10305","In transit",2023-06-16,"SKU25637",3
"OD10305","In transit",2023-06-16,"SKU21625",5
"OD10305","In transit",2023-06-16,"SKU29226",4
"OD10305","In transit",2023-06-16,"SKU18605",4
"OD10306","In transit",2023-04-30,"SKU19658",3
"OD10306","In transit",2023-04-30,"SKU24471",2
"OD10306","In transit",2023-04-30,"SKU20510",2
"OD10306","In transit",2023-04-30,"SKU15382",2
"OD10306","In transit",2023-04-30,"SKU21171",2
"OD10306","In transit",2023-04-30,"SKU20486",3
"OD10306","In transit",2023-04-30,"SKU23091",3
"OD10307","Order placed",2023-11-05,"SKU16208",4
"OD10307","Order placed",2023-11-05,"SKU14130",1
"OD10307","Order placed",2023-11-05,"SKU13936",2
"OD10307","Order placed",2023-11-05,"SKU28161",3
"OD10307","Order placed",2023-11-05,"SKU17815",2
"OD10307","Order placed",2023-11-05,"SKU15760",5
"OD10307","Order placed",2023-11-05,"SKU29939",3
"OD10308","Delivered",2023-11-01,"SKU27537",5
"OD10308","Delivered",2023-11-01,"SKU10702",4
"OD10308","Delivered",2023-11-01,"SKU13904",1
"OD10308","Delivered",2023-11-01,"SKU14290",2
"OD10308","Delivered",2023-11-01,"SKU11657",4
"OD10308","Delivered",2023-11-01,"SKU17651",2
"OD10309","Delivered",2023-12-21,"SKU18797",4
"OD10309","Delivered",2023-12-21,"SKU10308",1
"OD10309","Delivered",2023-12-21,"SKU14372",2
"OD10309","Delivered",2023-12-21,"SKU12447",1
"OD10309","Delivered",2023-12-21,"SKU27993",3
"OD10309","Delivered",2023-12-21,"SKU20343",3
"OD10309","Delivered",2023-12-21,"SKU14661",5
"OD10310","Delivered",2023-04-17,"SKU24566",4
"OD10310","Delivered",2023-04-17,"SKU23528",1
"OD10310","Delivered",2023-04-17,"SKU20009",1
"OD10310","Delivered",2023-04-17,"SKU12024",1
"OD10310","Delivered",2023-04-17,"SKU29707",4
"OD10310","Delivered",2023-04-17,"SKU24801",2
"OD10311","Cancelled",2023-09-30,"SKU14239",1
"OD10311","Cancelled",2023-09-30,"SKU27219",4
"OD10312","In transit",2023-08-03,"SKU23119",5
"OD10312","In transit",2023-08-03,"SKU19448",2
"OD10312","In transit",2023-08-03,"SKU10810",4
"OD10312","In transit",2023-08-03,"SKU29972",1
"OD10312","In transit",2023-08-03,"SKU16101",2
"OD10312","In transit",2023-08-03,"SKU11477",3
"OD10312","In transit",2023-08-03,"SKU29289",2
"OD10312","In transit",2023-08-03,"SKU10653",5
"OD10312","In transit",2023-08-03,"SKU22581",3
"OD10313","Delivered",2023-11-20,"SKU21367",4
"OD10314","Order placed",2023-05-04,"SKU27745",3
"OD10314","Order placed",2023-05-04,"SKU19436",1
"OD10314","Order placed",2023-05-04,"SKU15582",3
"OD10314","Order placed",2023-05-04,"SKU20312",3
"OD10315","Delivered",2023-01-20,"SKU23313",3
"OD10315","Delivered",2023-01-20,"SKU26008",5
"OD10315","Delivered",2023-01-20,"SKU24873",5
"OD10316","Delivered",2023-05-14,"SKU18872",4
"OD10316","Delivered",2023-05-14,"SKU19977",4
"OD10316","Delivered",2023-05-14,"SKU24148",4
"OD10316","Delivered",2023-05-14,"SKU11390",4
"OD10316","Delivered",2023-05-14,"SKU19451",3
"OD10316","Delivered",2023-05-14,"SKU21077",1
"OD10317","In transit",2023-02-01,"SKU25192",4
"OD10317","In transit",2023-02-01,"SKU18631",4
"OD10317","In transit",2023-02-01,"SKU17235",1
"OD10317","In transit",2023-02-01,"SKU12762",4
"OD10317","In transit",2023-02-01,"SKU13994",1
"OD10317","In transit",2023-02-01,"SKU29017",3
"OD10317","In transit",2023-02-01,"SKU13079",3
"OD10317","In transit",2023-02-01,"SKU17379",4
"OD10318","Delivered",2023-01-19,"SKU12333",3
"OD10318","Delivered",2023-01-19,"SKU17912",4
"OD10318","Delivered",2023-01-19,"SKU29137",3
"OD10318","Delivered",2023-01-19,"SKU24264",4
"OD10318","Delivered",2023-01-19,"SKU26127",3
"OD10318","Delivered",2023-01-19,"SKU16118",2
"OD10318","Delivered",2023-01-19,"SKU11484",4
"OD10318","Delivered",2023-01-19,"SKU14017",2
"OD10319","Delivered",2023-12-30,"SKU19489",5
"OD10319","Delivered",2023-12-30,"SKU14415",2
"OD10319","Delivered",2023-12-30,"SKU27731",4
"OD10319","Delivered",2023-12-30,"SKU24178",4
"OD10319","Delivered",2023-12-30,"SKU22332",2
"OD10320","Delivered",2023-02-02,"SKU25931",5
"OD10320","Delivered",2023-02-02,"SKU22391",4
"OD10320","Delivered",2023-02-02,"SKU11176",2
"OD10320","Delivered",2023-02-02,"SKU23300",1
"OD10320","Delivered",2023-02-02,"SKU13136",4
"OD10321","Delivered",2023-08-31,"SKU11493",1
"OD10321","Delivered",2023-08-31,"SKU21019",2
"OD10321","Delivered",2023-08-31,"SKU21083",4
"OD10321","Delivered",2023-08-31,"SKU29335",2
"OD10321","Delivered",2023-08-31,"SKU19922",3
"OD10321","Delivered",2023-08-31,"SKU17933",2
"OD10321","Delivered",2023-08-31,"SKU28432",4
"OD10321","Delivered",2023-08-31,"SKU18022",3
"OD10321","Delivered",2023-08-31,"SKU18807",5
"OD10322","Delivered",2023-05-08,"SKU16245",3
"OD10322","Delivered",2023-05-08,"SKU28654",4
"OD10322","Delivered",2023-05-08,"SKU16754",5
"OD10322","Delivered",2023-05-08,"SKU20511",4
"OD10322","Delivered",2023-05-08,"SKU12665",1
"OD10322","Delivered",2023-05-08,"SKU24006",4
"OD10323","Cancelled",2023-08-02,"SKU10850",3
"OD10323","Cancelled",2023-08-02,"SKU26950",4
"OD10323","Cancelled",2023-08-02,"SKU15974",3
"OD10323","Cancelled",2023-08-02,"SKU24291",3
"OD10323","Cancelled",2023-08-02,"SKU21020",1
"OD10323","Cancelled",2023-08-02,"SKU26911",3
"OD10323","Cancelled",2023-08-02,"SKU14591",1
"OD10323","Cancelled",2023-08-02,"SKU18777",3
"OD10324","Delivered",2023-05-13,"SKU17667",4
"OD10324","Delivered",2023-05-13,"SKU27004",1
"OD10324","Delivered",2023-05-13,"SKU11300",3
"OD10324","Delivered",2023-05-13,"SKU24239",3
"OD10325","In transit",2023-08-11,"SKU28624",1
"OD10325","In transit",2023-08-11,"SKU11807",2
"OD10325","In transit",2023-08-11,"SKU21480",2
"OD10325","In transit",2023-08-11,"SKU25690",2
"OD10325","In transit",2023-08-11,"SKU29624",3
"OD10326","Delivered",2023-08-14,"SKU20852",4
"OD10326","Delivered",2023-08-14,"SKU20559",4
"OD10326","Delivered",2023-08-14,"SKU22934",4
"OD10326","Delivered",2023-08-14,"SKU18247",1
"OD10326","Delivered",2023-08-14,"SKU19803",5
"OD10326","Delivered",2023-08-14,"SKU10609",5
"OD10326","Delivered",2023-08-14,"SKU29000",4
"OD10326","Delivered",2023-08-14,"SKU22859",3
"OD10326","Delivered",2023-08-14,"SKU23870",3
"OD10326","Delivered",2023-08-14,"SKU16917",4
"OD10327","Delivered",2023-02-26,"SKU10569",3
"OD10327","Delivered",2023-02-26,"SKU18457",2
"OD10327","Delivered",2023-02-26,"SKU16820",3
"OD10327","Delivered",2023-02-26,"SKU17236",4
"OD10327","Delivered",2023-02-26,"SKU25724",4
"OD10327","Delivered",2023-02-26,"SKU25014",3
"OD10327","Delivered",2023-02-26,"SKU17407",3
"OD10327","Delivered",2023-02-26,"SKU11168",3
"OD10327","Delivered",2023-02-26,"SKU14437",2
"OD10328","In transit",2023-08-08,"SKU14779",4
"OD10328","In transit",2023-08-08,"SKU12568",3
"OD10328","In transit",2023-08-08,"SKU19492",1
"OD10328","In transit",2023-08-08,"SKU22182",3
"OD10329","Order placed",2023-08-06,"SKU22089",2
"OD10329","Order placed",2023-08-06,"SKU26509",3
"OD10329","Order placed",2023-08-06,"SKU27011",2
"OD10329","Order placed",2023-08-06,"SKU13064",3
"OD10329","Order placed",2023-08-06,"SKU22409",2
"OD10329","Order placed",2023-08-06,"SKU27550",3
"OD10329","Order placed",2023-08-06,"SKU15348",3
"OD10329","Order placed",2023-08-06,"SKU18285",2
"OD10330","Order placed",2023-02-04,"SKU24935",3
"OD10330","Order placed",2023-02-04,"SKU17528",2
"OD10330","Order placed",2023-02-04,"SKU16419",2
"OD10331","Delivered",2023-04-21,"SKU26348",4
"OD10331","Delivered",2023-04-21,"SKU27472",5
"OD10331","Delivered",2023-04-21,"SKU12002",3
"OD10331","Delivered",2023-04-21,"SKU30029",4
"OD10331","Delivered",2023-04-21,"SKU25254",3
"OD10331","Delivered",2023-04-21,"SKU15586",3
"OD10331","Delivered",2023-04-21,"SKU24109",2
"OD10331","Delivered",2023-04-21,"SKU28024",1
"OD10331","Delivered",2023-04-21,"SKU30092",2
"OD10331","Delivered",2023-04-21,"SKU21034",2
"OD10332","Delivered",2023-05-14,"SKU25476",4
"OD10332","Delivered",2023-05-14,"SKU19907",3
"OD10332","Delivered",2023-05-14,"SKU18895",3
"OD10332","Delivered",2023-05-14,"SKU20831",5
"OD10333","In transit",2023-07-12,"SKU28578",2
"OD10333","In transit",2023-07-12,"SKU22587",2
"OD10333","In transit",2023-07-12,"SKU11279",2
"OD10333","In transit",2023-07-12,"SKU18876",2
"OD10333","In transit",2023-07-12,"SKU15985",2
"OD10333","In transit",2023-07-12,"SKU13426",2
"OD10333","In transit",2023-07-12,"SKU11564",2
"OD10333","In transit",2023-07-12,"SKU21282",1
"OD10333","In transit",2023-07-12,"SKU25365",2
"OD10333","In transit",2023-07-12,"SKU28305",3
"OD10334","Delivered",2023-10-05,"SKU28593",1
"OD10335","Delivered",2023-04-25,"SKU20294",5
"OD10335","Delivered",2023-04-25,"SKU13474",2
"OD10335","Delivered",2023-04-25,"SKU29266",5
"OD10335","Delivered",2023-04-25,"SKU14730",3
"OD10335","Delivered",2023-04-25,"SKU28568",4
"OD10335","Delivered",2023-04-25,"SKU16404",2
"OD10335","Delivered",2023-04-25,"SKU16264",4
"OD10335","Delivered",2023-04-25,"SKU13000",2
"OD10336","Returned",2023-09-05,"SKU16474",4
"OD10336","Returned",2023-09-05,"SKU11317",1
"OD10336","Returned",2023-09-05,"SKU17599",4
"OD10336","Returned",2023-09-05,"SKU28100",5
"OD10336","Returned",2023-09-05,"SKU28192",3
"OD10336","Returned",2023-09-05,"SKU25793",5
"OD10336","Returned",2023-09-05,"SKU26811",1
"OD10336","Returned",2023-09-05,"SKU22613",1
