"COLOR","SIZE","GENDER","AGE_GROUP","PRODUCT_NAME","CATEGORY","PRODUCT_ID","PRODUCT_PURCHASING_PRICE","PRODUCT_SELLING_PRICE","SUPPLIER_ID"
"green","XS","Female","Pre-Teens","Hoodie","Activewear","SKU14132",21.11,25.66,"SP10011"
"brown","XS","Female","Pre-Teens","Hoodie","Activewear","SKU14133",84.65,97.09,"SP10004"
"beige","XS","Female","Pre-Teens","Hoodie","Activewear","SKU14134",84.21,101.92,"SP10004"
"pink","XS","Female","Pre-Teens","Hoodie","Activewear","SKU14135",21.2,24.52,"SP10006"
"purple","XS","Female","Pre-Teens","Hoodie","Activewear","SKU14136",67.62,77.81,"SP10010"
"yellow","XS","Female","Pre-Teens","Hoodie","Activewear","SKU14137",44.59,52.75,"SP10003"
"orange","XS","Female","Pre-Teens","Hoodie","Activewear","SKU14138",68.49,79.69,"SP10013"
"burgundy","XS","Female","Pre-Teens","Hoodie","Activewear","SKU14139",37.25,41.88,"SP10009"
"teal","XS","Female","Pre-Teens","Hoodie","Activewear","SKU14140",95.83,114.27,"SP10016"
"black","S","Female","Pre-Teens","Hoodie","Activewear","SKU14141",28.47,36.83,"SP10001"
"white","S","Female","Pre-Teens","Hoodie","Activewear","SKU14142",29.56,36.02,"SP10003"
"blue","S","Female","Pre-Teens","Hoodie","Activewear","SKU14143",31.24,36.84,"SP10006"
"gray","S","Female","Pre-Teens","Hoodie","Activewear","SKU14144",43.43,49.71,"SP10006"
"navy","S","Female","Pre-Teens","Hoodie","Activewear","SKU14145",67.9,75.8,"SP10015"
"red","S","Female","Pre-Teens","Hoodie","Activewear","SKU14146",36.72,44.15,"SP10009"
"green","S","Female","Pre-Teens","Hoodie","Activewear","SKU14147",56.19,71.29,"SP10007"
"brown","S","Female","Pre-Teens","Hoodie","Activewear","SKU14148",56.23,62.15,"SP10007"
"beige","S","Female","Pre-Teens","Hoodie","Activewear","SKU14149",50.54,60.12,"SP10015"
"pink","S","Female","Pre-Teens","Hoodie","Activewear","SKU14150",99.01,110.14,"SP10010"
"purple","S","Female","Pre-Teens","Hoodie","Activewear","SKU14151",20.81,24,"SP10013"
"yellow","S","Female","Pre-Teens","Hoodie","Activewear","SKU14152",89.24,101.86,"SP10016"
"orange","S","Female","Pre-Teens","Hoodie","Activewear","SKU14153",27.42,31.71,"SP10020"
"burgundy","S","Female","Pre-Teens","Hoodie","Activewear","SKU14154",34.57,38.23,"SP10001"
"teal","S","Female","Pre-Teens","Hoodie","Activewear","SKU14155",55.82,66.45,"SP10016"
"black","M","Female","Pre-Teens","Hoodie","Activewear","SKU14156",78.33,97.32,"SP10002"
"white","M","Female","Pre-Teens","Hoodie","Activewear","SKU14157",35.2,39.06,"SP10006"
"blue","M","Female","Pre-Teens","Hoodie","Activewear","SKU14158",31.14,34.62,"SP10011"
"gray","M","Female","Pre-Teens","Hoodie","Activewear","SKU14159",37.02,44.09,"SP10015"
"navy","M","Female","Pre-Teens","Hoodie","Activewear","SKU14160",33.5,36.89,"SP10012"
"red","M","Female","Pre-Teens","Hoodie","Activewear","SKU14161",88.24,114.22,"SP10010"
"green","M","Female","Pre-Teens","Hoodie","Activewear","SKU14162",79.2,88.37,"SP10019"
"brown","M","Female","Pre-Teens","Hoodie","Activewear","SKU14163",65.58,72.32,"SP10016"
"beige","M","Female","Pre-Teens","Hoodie","Activewear","SKU14164",88.43,110.58,"SP10015"
"pink","M","Female","Pre-Teens","Hoodie","Activewear","SKU14165",31.86,39.78,"SP10005"
"purple","M","Female","Pre-Teens","Hoodie","Activewear","SKU14166",50.2,59.91,"SP10004"
"yellow","M","Female","Pre-Teens","Hoodie","Activewear","SKU14167",45.57,55.83,"SP10013"
"orange","M","Female","Pre-Teens","Hoodie","Activewear","SKU14168",22.39,26.88,"SP10001"
"burgundy","M","Female","Pre-Teens","Hoodie","Activewear","SKU14169",51.03,66.29,"SP10005"
"teal","M","Female","Pre-Teens","Hoodie","Activewear","SKU14170",76.76,94.63,"SP10020"
"black","L","Female","Pre-Teens","Hoodie","Activewear","SKU14171",39.85,46.13,"SP10020"
"white","L","Female","Pre-Teens","Hoodie","Activewear","SKU14172",71.83,85.35,"SP10015"
"blue","L","Female","Pre-Teens","Hoodie","Activewear","SKU14173",33.4,38.87,"SP10003"
"gray","L","Female","Pre-Teens","Hoodie","Activewear","SKU14174",81.79,90.8,"SP10001"
"navy","L","Female","Pre-Teens","Hoodie","Activewear","SKU14175",58.35,68.91,"SP10017"
"red","L","Female","Pre-Teens","Hoodie","Activewear","SKU14176",24.83,27.63,"SP10002"
"green","L","Female","Pre-Teens","Hoodie","Activewear","SKU14177",81.66,97.27,"SP10014"
"brown","L","Female","Pre-Teens","Hoodie","Activewear","SKU14178",90.16,116.92,"SP10008"
"beige","L","Female","Pre-Teens","Hoodie","Activewear","SKU14179",67.18,76.93,"SP10003"
"pink","L","Female","Pre-Teens","Hoodie","Activewear","SKU14180",68.78,84.84,"SP10011"
"purple","L","Female","Pre-Teens","Hoodie","Activewear","SKU14181",53.65,64.88,"SP10012"
"yellow","L","Female","Pre-Teens","Hoodie","Activewear","SKU14182",23.88,29.69,"SP10016"
"orange","L","Female","Pre-Teens","Hoodie","Activewear","SKU14183",72.07,93.36,"SP10008"
"burgundy","L","Female","Pre-Teens","Hoodie","Activewear","SKU14184",60.15,76.1,"SP10002"
"teal","L","Female","Pre-Teens","Hoodie","Activewear","SKU14185",82.91,101.73,"SP10006"
"black","XL","Female","Pre-Teens","Hoodie","Activewear","SKU14186",63.76,71.91,"SP10016"
"white","XL","Female","Pre-Teens","Hoodie","Activewear","SKU14187",55.53,70.13,"SP10016"
"blue","XL","Female","Pre-Teens","Hoodie","Activewear","SKU14188",87.02,99.59,"SP10012"
"gray","XL","Female","Pre-Teens","Hoodie","Activewear","SKU14189",74.06,88.82,"SP10012"
"navy","XL","Female","Pre-Teens","Hoodie","Activewear","SKU14190",24.13,26.64,"SP10018"
"red","XL","Female","Pre-Teens","Hoodie","Activewear","SKU14191",30.08,38.55,"SP10019"
"green","XL","Female","Pre-Teens","Hoodie","Activewear","SKU14192",86.11,105.9,"SP10001"
"brown","XL","Female","Pre-Teens","Hoodie","Activewear","SKU14193",52.11,61.66,"SP10001"
"beige","XL","Female","Pre-Teens","Hoodie","Activewear","SKU14194",60.41,77.17,"SP10007"
"pink","XL","Female","Pre-Teens","Hoodie","Activewear","SKU14195",46.97,56.46,"SP10001"
"purple","XL","Female","Pre-Teens","Hoodie","Activewear","SKU14196",69.91,84.08,"SP10017"
"yellow","XL","Female","Pre-Teens","Hoodie","Activewear","SKU14197",66.21,75.15,"SP10002"
"orange","XL","Female","Pre-Teens","Hoodie","Activewear","SKU14198",37.78,48.63,"SP10004"
"burgundy","XL","Female","Pre-Teens","Hoodie","Activewear","SKU14199",71.17,84.7,"SP10001"
"teal","XL","Female","Pre-Teens","Hoodie","Activewear","SKU14200",48.54,55.22,"SP10014"
"black","XS","Male","Young Adults","Hoodie","Activewear","SKU14201",56.06,65.38,"SP10017"
"white","XS","Male","Young Adults","Hoodie","Activewear","SKU14202",52.06,62.8,"SP10007"
"blue","XS","Male","Young Adults","Hoodie","Activewear","SKU14203",37.74,45.75,"SP10002"
"gray","XS","Male","Young Adults","Hoodie","Activewear","SKU14204",39.83,47.29,"SP10016"
"navy","XS","Male","Young Adults","Hoodie","Activewear","SKU14205",34.1,42.51,"SP10003"
"red","XS","Male","Young Adults","Hoodie","Activewear","SKU14206",54.58,69.18,"SP10003"
"green","XS","Male","Young Adults","Hoodie","Activewear","SKU14207",68.78,87.2,"SP10007"
"brown","XS","Male","Young Adults","Hoodie","Activewear","SKU14208",52.72,63.6,"SP10013"
"beige","XS","Male","Young Adults","Hoodie","Activewear","SKU14209",93.01,113.2,"SP10001"
"pink","XS","Male","Young Adults","Hoodie","Activewear","SKU14210",42.48,52.02,"SP10009"
"purple","XS","Male","Young Adults","Hoodie","Activewear","SKU14211",37.25,48.19,"SP10007"
"yellow","XS","Male","Young Adults","Hoodie","Activewear","SKU14212",64.19,76.66,"SP10006"
"orange","XS","Male","Young Adults","Hoodie","Activewear","SKU14213",48.02,58.12,"SP10009"
"burgundy","XS","Male","Young Adults","Hoodie","Activewear","SKU14214",95.04,108.02,"SP10012"
"teal","XS","Male","Young Adults","Hoodie","Activewear","SKU14215",70.36,82.62,"SP10017"
"black","S","Male","Young Adults","Hoodie","Activewear","SKU14216",54.96,63.34,"SP10016"
"white","S","Male","Young Adults","Hoodie","Activewear","SKU14217",43.17,54.15,"SP10012"
"blue","S","Male","Young Adults","Hoodie","Activewear","SKU14218",22.93,27.38,"SP10006"
"gray","S","Male","Young Adults","Hoodie","Activewear","SKU14219",63.87,73.92,"SP10007"
"navy","S","Male","Young Adults","Hoodie","Activewear","SKU14220",45.63,57.62,"SP10007"
"red","S","Male","Young Adults","Hoodie","Activewear","SKU14221",58.48,70.98,"SP10006"
"green","S","Male","Young Adults","Hoodie","Activewear","SKU14222",84.74,94.09,"SP10009"
"brown","S","Male","Young Adults","Hoodie","Activewear","SKU14223",37.5,44.25,"SP10004"
"beige","S","Male","Young Adults","Hoodie","Activewear","SKU14224",27.15,33.89,"SP10014"
"pink","S","Male","Young Adults","Hoodie","Activewear","SKU14225",83.77,94.18,"SP10011"
"purple","S","Male","Young Adults","Hoodie","Activewear","SKU14226",33.95,37.37,"SP10003"
"yellow","S","Male","Young Adults","Hoodie","Activewear","SKU14227",84.1,103.52,"SP10016"
"orange","S","Male","Young Adults","Hoodie","Activewear","SKU14228",22.96,28.92,"SP10003"
"burgundy","S","Male","Young Adults","Hoodie","Activewear","SKU14229",87.77,102.02,"SP10003"
"teal","S","Male","Young Adults","Hoodie","Activewear","SKU14230",85.73,105.09,"SP10007"
"black","M","Male","Young Adults","Hoodie","Activewear","SKU14231",91.81,107.39,"SP10006"
"white","M","Male","Young Adults","Hoodie","Activewear","SKU14232",49.94,61.22,"SP10002"
"blue","M","Male","Young Adults","Hoodie","Activewear","SKU14233",44.5,51.67,"SP10006"
"gray","M","Male","Young Adults","Hoodie","Activewear","SKU14234",93.52,103.09,"SP10006"
"navy","M","Male","Young Adults","Hoodie","Activewear","SKU14235",45.69,55.53,"SP10010"
"red","M","Male","Young Adults","Hoodie","Activewear","SKU14236",94.03,115.22,"SP10009"
"green","M","Male","Young Adults","Hoodie","Activewear","SKU14237",68.24,75.4,"SP10019"
"brown","M","Male","Young Adults","Hoodie","Activewear","SKU14238",66.49,73.78,"SP10011"
"beige","M","Male","Young Adults","Hoodie","Activewear","SKU14239",78.85,86.87,"SP10011"
"pink","M","Male","Young Adults","Hoodie","Activewear","SKU14240",51.97,60.45,"SP10015"
"purple","M","Male","Young Adults","Hoodie","Activewear","SKU14241",49.37,62.07,"SP10018"
"yellow","M","Male","Young Adults","Hoodie","Activewear","SKU14242",54.5,62.22,"SP10015"
"orange","M","Male","Young Adults","Hoodie","Activewear","SKU14243",46.88,60.16,"SP10009"
"burgundy","M","Male","Young Adults","Hoodie","Activewear","SKU14244",75.85,91.37,"SP10019"
"teal","M","Male","Young Adults","Hoodie","Activewear","SKU14245",41.46,50.93,"SP10013"
"black","L","Male","Young Adults","Hoodie","Activewear","SKU14246",88.28,107.07,"SP10002"
"white","L","Male","Young Adults","Hoodie","Activewear","SKU14247",94.47,115.31,"SP10016"
"blue","L","Male","Young Adults","Hoodie","Activewear","SKU14248",57.18,72.81,"SP10008"
"gray","L","Male","Young Adults","Hoodie","Activewear","SKU14249",20.49,25.89,"SP10012"
"navy","L","Male","Young Adults","Hoodie","Activewear","SKU14250",95.26,111.86,"SP10009"
"red","L","Male","Young Adults","Hoodie","Activewear","SKU14251",54.68,61.77,"SP10005"
"green","L","Male","Young Adults","Hoodie","Activewear","SKU14252",86.66,99.67,"SP10011"
"brown","L","Male","Young Adults","Hoodie","Activewear","SKU14253",61.22,69.52,"SP10007"
"beige","L","Male","Young Adults","Hoodie","Activewear","SKU14254",58.4,66.45,"SP10018"
"pink","L","Male","Young Adults","Hoodie","Activewear","SKU14255",31.57,37.73,"SP10011"
"purple","L","Male","Young Adults","Hoodie","Activewear","SKU14256",24.64,28.81,"SP10003"
"yellow","L","Male","Young Adults","Hoodie","Activewear","SKU14257",72,92.91,"SP10013"
"orange","L","Male","Young Adults","Hoodie","Activewear","SKU14258",49.88,59.03,"SP10006"
"burgundy","L","Male","Young Adults","Hoodie","Activewear","SKU14259",21.97,27.24,"SP10004"
"teal","L","Male","Young Adults","Hoodie","Activewear","SKU14260",25.99,30.4,"SP10007"
"black","XL","Male","Young Adults","Hoodie","Activewear","SKU14261",86.42,108.96,"SP10013"
"white","XL","Male","Young Adults","Hoodie","Activewear","SKU14262",78.74,88.82,"SP10003"
"blue","XL","Male","Young Adults","Hoodie","Activewear","SKU14263",23.85,30.95,"SP10007"
"gray","XL","Male","Young Adults","Hoodie","Activewear","SKU14264",78.01,89.78,"SP10007"
"navy","XL","Male","Young Adults","Hoodie","Activewear","SKU14265",21.1,23.6,"SP10014"
"red","XL","Male","Young Adults","Hoodie","Activewear","SKU14266",68.88,86.59,"SP10005"
"green","XL","Male","Young Adults","Hoodie","Activewear","SKU14267",37.81,45.1,"SP10011"
"brown","XL","Male","Young Adults","Hoodie","Activewear","SKU14268",69.64,80.33,"SP10014"
"beige","XL","Male","Young Adults","Hoodie","Activewear","SKU14269",65.15,72.01,"SP10005"
"pink","XL","Male","Young Adults","Hoodie","Activewear","SKU14270",60.6,74.54,"SP10010"
"purple","XL","Male","Young Adults","Hoodie","Activewear","SKU14271",40.59,46.9,"SP10005"
"yellow","XL","Male","Young Adults","Hoodie","Activewear","SKU14272",48.71,58.74,"SP10012"
"orange","XL","Male","Young Adults","Hoodie","Activewear","SKU14273",43.04,49,"SP10007"
"burgundy","XL","Male","Young Adults","Hoodie","Activewear","SKU14274",35.2,41.17,"SP10018"
"teal","XL","Male","Young Adults","Hoodie","Activewear","SKU14275",70.44,88.45,"SP10019"
"black","XS","Female","Young Adults","Hoodie","Activewear","SKU14276",20.86,26.62,"SP10014"
"white","XS","Female","Young Adults","Hoodie","Activewear","SKU14277",31.59,36.45,"SP10001"
"blue","XS","Female","Young Adults","Hoodie","Activewear","SKU14278",60.75,71.25,"SP10014"
"gray","XS","Female","Young Adults","Hoodie","Activewear","SKU14279",57.26,66.8,"SP10006"
"navy","XS","Female","Young Adults","Hoodie","Activewear","SKU14280",61.68,72.88,"SP10002"
"red","XS","Female","Young Adults","Hoodie","Activewear","SKU14281",75.26,89.66,"SP10016"
"green","XS","Female","Young Adults","Hoodie","Activewear","SKU14282",100,110.59,"SP10004"
"brown","XS","Female","Young Adults","Hoodie","Activewear","SKU14283",95.91,121.69,"SP10003"
"beige","XS","Female","Young Adults","Hoodie","Activewear","SKU14284",96.2,112.7,"SP10009"
"pink","XS","Female","Young Adults","Hoodie","Activewear","SKU14285",74.74,96.45,"SP10016"
"purple","XS","Female","Young Adults","Hoodie","Activewear","SKU14286",78.89,94.97,"SP10002"
"yellow","XS","Female","Young Adults","Hoodie","Activewear","SKU14287",96.54,113.1,"SP10009"
"orange","XS","Female","Young Adults","Hoodie","Activewear","SKU14288",36.58,47.22,"SP10019"
"burgundy","XS","Female","Young Adults","Hoodie","Activewear","SKU14289",73.98,91.55,"SP10017"
"teal","XS","Female","Young Adults","Hoodie","Activewear","SKU14290",27.81,32.87,"SP10017"
"black","S","Female","Young Adults","Hoodie","Activewear","SKU14291",59.9,67.2,"SP10005"
"white","S","Female","Young Adults","Hoodie","Activewear","SKU14292",80.64,102.35,"SP10019"
"blue","S","Female","Young Adults","Hoodie","Activewear","SKU14293",20.96,23.32,"SP10014"
"gray","S","Female","Young Adults","Hoodie","Activewear","SKU14294",32.79,41.36,"SP10003"
"navy","S","Female","Young Adults","Hoodie","Activewear","SKU14295",28.83,35.92,"SP10013"
"red","S","Female","Young Adults","Hoodie","Activewear","SKU14296",84.24,95.16,"SP10009"
"green","S","Female","Young Adults","Hoodie","Activewear","SKU14297",49.99,55.15,"SP10007"
"brown","S","Female","Young Adults","Hoodie","Activewear","SKU14298",70.45,83.72,"SP10012"
"beige","S","Female","Young Adults","Hoodie","Activewear","SKU14299",80.95,101.47,"SP10008"
"pink","S","Female","Young Adults","Hoodie","Activewear","SKU14300",39.89,50.05,"SP10003"
"purple","S","Female","Young Adults","Hoodie","Activewear","SKU14301",49.88,62.19,"SP10019"
"yellow","S","Female","Young Adults","Hoodie","Activewear","SKU14302",47.16,59.05,"SP10004"
"orange","S","Female","Young Adults","Hoodie","Activewear","SKU14303",76.53,93.85,"SP10018"
"burgundy","S","Female","Young Adults","Hoodie","Activewear","SKU14304",65.73,72.59,"SP10019"
"teal","S","Female","Young Adults","Hoodie","Activewear","SKU14305",31.5,37.67,"SP10010"
"black","M","Female","Young Adults","Hoodie","Activewear","SKU14306",43.73,53.91,"SP10003"
"white","M","Female","Young Adults","Hoodie","Activewear","SKU14307",51.36,62.42,"SP10005"
"blue","M","Female","Young Adults","Hoodie","Activewear","SKU14308",61.78,79.78,"SP10012"
"gray","M","Female","Young Adults","Hoodie","Activewear","SKU14309",66.87,76.38,"SP10012"
"navy","M","Female","Young Adults","Hoodie","Activewear","SKU14310",44.73,49.98,"SP10008"
"red","M","Female","Young Adults","Hoodie","Activewear","SKU14311",48.77,55.23,"SP10009"
"green","M","Female","Young Adults","Hoodie","Activewear","SKU14312",94.34,104.44,"SP10016"
"brown","M","Female","Young Adults","Hoodie","Activewear","SKU14313",63.59,79.75,"SP10005"
"beige","M","Female","Young Adults","Hoodie","Activewear","SKU14314",67.12,85.64,"SP10007"
"pink","M","Female","Young Adults","Hoodie","Activewear","SKU14315",40.1,48.05,"SP10007"
"purple","M","Female","Young Adults","Hoodie","Activewear","SKU14316",51.1,59.2,"SP10012"
"yellow","M","Female","Young Adults","Hoodie","Activewear","SKU14317",71.67,78.86,"SP10009"
"orange","M","Female","Young Adults","Hoodie","Activewear","SKU14318",49.22,60.18,"SP10010"
"burgundy","M","Female","Young Adults","Hoodie","Activewear","SKU14319",57.42,63.78,"SP10014"
"teal","M","Female","Young Adults","Hoodie","Activewear","SKU14320",34.16,39.68,"SP10007"
"black","L","Female","Young Adults","Hoodie","Activewear","SKU14321",58.5,73.94,"SP10020"
"white","L","Female","Young Adults","Hoodie","Activewear","SKU14322",94.53,109.81,"SP10003"
"blue","L","Female","Young Adults","Hoodie","Activewear","SKU14323",22.05,26.45,"SP10012"
"gray","L","Female","Young Adults","Hoodie","Activewear","SKU14324",50.65,61.78,"SP10019"
"navy","L","Female","Young Adults","Hoodie","Activewear","SKU14325",40.02,51.56,"SP10015"
"red","L","Female","Young Adults","Hoodie","Activewear","SKU14326",66.21,75.05,"SP10019"
"green","L","Female","Young Adults","Hoodie","Activewear","SKU14327",25.45,29.36,"SP10013"
"brown","L","Female","Young Adults","Hoodie","Activewear","SKU14328",72.03,90.62,"SP10013"
"beige","L","Female","Young Adults","Hoodie","Activewear","SKU14329",24.33,31.41,"SP10002"
"pink","L","Female","Young Adults","Hoodie","Activewear","SKU14330",43.29,48.11,"SP10002"
"purple","L","Female","Young Adults","Hoodie","Activewear","SKU14331",44.86,53.65,"SP10018"
"yellow","L","Female","Young Adults","Hoodie","Activewear","SKU14332",55.34,70.76,"SP10009"
"orange","L","Female","Young Adults","Hoodie","Activewear","SKU14333",54.89,61.23,"SP10015"
"burgundy","L","Female","Young Adults","Hoodie","Activewear","SKU14334",99.37,124.23,"SP10013"
"teal","L","Female","Young Adults","Hoodie","Activewear","SKU14335",68.93,80.66,"SP10019"
"black","XL","Female","Young Adults","Hoodie","Activewear","SKU14336",45.2,56.16,"SP10007"
"white","XL","Female","Young Adults","Hoodie","Activewear","SKU14337",88.99,102.75,"SP10013"
"blue","XL","Female","Young Adults","Hoodie","Activewear","SKU14338",47.02,53.07,"SP10009"
"gray","XL","Female","Young Adults","Hoodie","Activewear","SKU14339",73.73,81.64,"SP10017"
"navy","XL","Female","Young Adults","Hoodie","Activewear","SKU14340",91.96,104.44,"SP10016"
"red","XL","Female","Young Adults","Hoodie","Activewear","SKU14341",87.54,104.35,"SP10001"
"green","XL","Female","Young Adults","Hoodie","Activewear","SKU14342",27.17,30.9,"SP10012"
"brown","XL","Female","Young Adults","Hoodie","Activewear","SKU14343",43.95,56.52,"SP10018"
"beige","XL","Female","Young Adults","Hoodie","Activewear","SKU14344",62.47,72.5,"SP10009"
"pink","XL","Female","Young Adults","Hoodie","Activewear","SKU14345",50.33,62.05,"SP10008"
"purple","XL","Female","Young Adults","Hoodie","Activewear","SKU14346",87.62,98.36,"SP10001"
"yellow","XL","Female","Young Adults","Hoodie","Activewear","SKU14347",88.89,104.49,"SP10006"
"orange","XL","Female","Young Adults","Hoodie","Activewear","SKU14348",74.51,84.16,"SP10006"
"burgundy","XL","Female","Young Adults","Hoodie","Activewear","SKU14349",60.04,69.99,"SP10014"
"teal","XL","Female","Young Adults","Hoodie","Activewear","SKU14350",84.08,92.82,"SP10014"
"black","XS","Male","Adults","Hoodie","Activewear","SKU14351",23.72,30.27,"SP10014"
"white","XS","Male","Adults","Hoodie","Activewear","SKU14352",40.94,47.27,"SP10001"
"blue","XS","Male","Adults","Hoodie","Activewear","SKU14353",35.89,44.66,"SP10003"
"gray","XS","Male","Adults","Hoodie","Activewear","SKU14354",85.29,105.41,"SP10010"
"navy","XS","Male","Adults","Hoodie","Activewear","SKU14355",87.45,99.79,"SP10012"
"red","XS","Male","Adults","Hoodie","Activewear","SKU14356",86.62,103.32,"SP10020"
"green","XS","Male","Adults","Hoodie","Activewear","SKU14357",41.65,52.21,"SP10003"
"brown","XS","Male","Adults","Hoodie","Activewear","SKU14358",21.56,25.48,"SP10003"
"beige","XS","Male","Adults","Hoodie","Activewear","SKU14359",70.45,88.04,"SP10015"
"pink","XS","Male","Adults","Hoodie","Activewear","SKU14360",79.84,94.73,"SP10009"
"purple","XS","Male","Adults","Hoodie","Activewear","SKU14361",60.45,69.49,"SP10006"
"yellow","XS","Male","Adults","Hoodie","Activewear","SKU14362",49.17,60.29,"SP10011"
"orange","XS","Male","Adults","Hoodie","Activewear","SKU14363",44.79,53.18,"SP10015"
"burgundy","XS","Male","Adults","Hoodie","Activewear","SKU14364",48.77,60.97,"SP10001"
"teal","XS","Male","Adults","Hoodie","Activewear","SKU14365",49.03,61.51,"SP10020"
"black","S","Male","Adults","Hoodie","Activewear","SKU14366",63.09,78.64,"SP10019"
"white","S","Male","Adults","Hoodie","Activewear","SKU14367",72.19,80.2,"SP10005"
"blue","S","Male","Adults","Hoodie","Activewear","SKU14368",52.27,64.7,"SP10005"
"gray","S","Male","Adults","Hoodie","Activewear","SKU14369",66.64,80.87,"SP10020"
"navy","S","Male","Adults","Hoodie","Activewear","SKU14370",75.66,88.77,"SP10017"
"red","S","Male","Adults","Hoodie","Activewear","SKU14371",91.32,102.45,"SP10019"
"green","S","Male","Adults","Hoodie","Activewear","SKU14372",95.84,117.46,"SP10008"
"brown","S","Male","Adults","Hoodie","Activewear","SKU14373",53.66,60.23,"SP10013"
"beige","S","Male","Adults","Hoodie","Activewear","SKU14374",70.93,85.52,"SP10015"
"pink","S","Male","Adults","Hoodie","Activewear","SKU14375",34.24,42.83,"SP10017"
"purple","S","Male","Adults","Hoodie","Activewear","SKU14376",26.43,33.91,"SP10014"
"yellow","S","Male","Adults","Hoodie","Activewear","SKU14377",65.27,76.32,"SP10003"
"orange","S","Male","Adults","Hoodie","Activewear","SKU14378",85.36,108.88,"SP10007"
"burgundy","S","Male","Adults","Hoodie","Activewear","SKU14379",80.78,99.6,"SP10012"
"teal","S","Male","Adults","Hoodie","Activewear","SKU14380",65.75,72.97,"SP10003"
"black","M","Male","Adults","Hoodie","Activewear","SKU14381",99.1,125.58,"SP10017"
"white","M","Male","Adults","Hoodie","Activewear","SKU14382",99.61,126.03,"SP10018"
"blue","M","Male","Adults","Hoodie","Activewear","SKU14383",45.71,58.36,"SP10019"
"gray","M","Male","Adults","Hoodie","Activewear","SKU14384",33.76,40.28,"SP10007"
"navy","M","Male","Adults","Hoodie","Activewear","SKU14385",49.77,55.49,"SP10012"
"red","M","Male","Adults","Hoodie","Activewear","SKU14386",63.12,75.05,"SP10005"
"green","M","Male","Adults","Hoodie","Activewear","SKU14387",84.9,97.58,"SP10005"
"brown","M","Male","Adults","Hoodie","Activewear","SKU14388",75.89,88.37,"SP10006"
"beige","M","Male","Adults","Hoodie","Activewear","SKU14389",92,105.2,"SP10010"
"pink","M","Male","Adults","Hoodie","Activewear","SKU14390",77.86,88.47,"SP10001"
"purple","M","Male","Adults","Hoodie","Activewear","SKU14391",40.4,47.49,"SP10006"
"yellow","M","Male","Adults","Hoodie","Activewear","SKU14392",44.69,56.75,"SP10014"
"orange","M","Male","Adults","Hoodie","Activewear","SKU14393",79.75,102.38,"SP10014"
"burgundy","M","Male","Adults","Hoodie","Activewear","SKU14394",36.42,47.33,"SP10016"
"teal","M","Male","Adults","Hoodie","Activewear","SKU14395",42.88,50.98,"SP10010"
"black","L","Male","Adults","Hoodie","Activewear","SKU14396",91.91,113.73,"SP10016"
"white","L","Male","Adults","Hoodie","Activewear","SKU14397",33.44,37.02,"SP10009"
"blue","L","Male","Adults","Hoodie","Activewear","SKU14398",31.49,40.75,"SP10003"
"gray","L","Male","Adults","Hoodie","Activewear","SKU14399",78.68,89.81,"SP10011"
"navy","L","Male","Adults","Hoodie","Activewear","SKU14400",63.43,81.93,"SP10017"
"red","L","Male","Adults","Hoodie","Activewear","SKU14401",63.39,78.49,"SP10020"
"green","L","Male","Adults","Hoodie","Activewear","SKU14402",76.25,86.48,"SP10019"
"brown","L","Male","Adults","Hoodie","Activewear","SKU14403",72.12,81.45,"SP10015"
"beige","L","Male","Adults","Hoodie","Activewear","SKU14404",80.9,101.56,"SP10015"
"pink","L","Male","Adults","Hoodie","Activewear","SKU14405",42.46,48.48,"SP10009"
"purple","L","Male","Adults","Hoodie","Activewear","SKU14406",98.73,118.31,"SP10003"
"yellow","L","Male","Adults","Hoodie","Activewear","SKU14407",97.09,125.01,"SP10009"
"orange","L","Male","Adults","Hoodie","Activewear","SKU14408",22.25,24.54,"SP10010"
"burgundy","L","Male","Adults","Hoodie","Activewear","SKU14409",79.77,90.46,"SP10002"
"teal","L","Male","Adults","Hoodie","Activewear","SKU14410",49.34,54.38,"SP10014"
"black","XL","Male","Adults","Hoodie","Activewear","SKU14411",48.32,55.12,"SP10017"
"white","XL","Male","Adults","Hoodie","Activewear","SKU14412",21.55,27.73,"SP10017"
"blue","XL","Male","Adults","Hoodie","Activewear","SKU14413",80.71,99.15,"SP10017"
"gray","XL","Male","Adults","Hoodie","Activewear","SKU14414",32.61,40.16,"SP10020"
"navy","XL","Male","Adults","Hoodie","Activewear","SKU14415",28.98,36.69,"SP10019"
"red","XL","Male","Adults","Hoodie","Activewear","SKU14416",77.11,97.33,"SP10020"
"green","XL","Male","Adults","Hoodie","Activewear","SKU14417",55.62,65.69,"SP10015"
"brown","XL","Male","Adults","Hoodie","Activewear","SKU14418",22.09,26.07,"SP10018"
"beige","XL","Male","Adults","Hoodie","Activewear","SKU14419",93.58,112.63,"SP10006"
"pink","XL","Male","Adults","Hoodie","Activewear","SKU14420",82.79,106.29,"SP10007"
"purple","XL","Male","Adults","Hoodie","Activewear","SKU14421",54.01,69.18,"SP10003"
"yellow","XL","Male","Adults","Hoodie","Activewear","SKU14422",30.33,35.11,"SP10003"
"orange","XL","Male","Adults","Hoodie","Activewear","SKU14423",85.5,99.39,"SP10004"
"burgundy","XL","Male","Adults","Hoodie","Activewear","SKU14424",77.34,91.73,"SP10008"
"teal","XL","Male","Adults","Hoodie","Activewear","SKU14425",52.97,61.14,"SP10004"
