"SHIPPING_ID","POST_CODE","CARRIER"
"SH10705","B11 4SB","Royal Mail"
"SH10706","TN5 6AG","FedEx"
"SH10707","WV6 0XA","Royal Mail"
"SH10708","PL7 4QN","Royal Mail"
"SH10709","CT17 0RN","UPS"
"SH10710","S80 4GZ","UPS"
"SH10711","BT94 3LZ","FedEx"
"SH10712","RG26 4YB","UPS"
"SH10713","S8 0GG","Evri"
"SH10714","S6 3DR","Evri"
"SH10715","GL51 6JB","FedEx"
"SH10716","B8 2NG","Royal Mail"
"SH10717","WS14 9BT","FedEx"
"SH10718","S33 8WE","DHL"
"SH10719","WN2 4RU","Royal Mail"
"SH10720","YO7 4PT","UPS"
"SH10721","DA7 9GD","Royal Mail"
"SH10722","ST3 3HS","Evri"
"SH10723","DY3 1UH","Royal Mail"
"SH10724","CO1 2EZ","Royal Mail"
"SH10725","OX9 3PT","Evri"
"SH10726","CV37 1TD","FedEx"
"SH10727","WV1 9TH","FedEx"
"SH10728","LL11 6HU","DHL"
"SH10729","RH3 7EF","UPS"
"SH10730","BT51 5BE","FedEx"
"SH10731","CM9 8WD","UPS"
"SH10732","NG2 6DS","Royal Mail"
"SH10733","RM11 2EN","Royal Mail"
"SH10734","SK9 7WA","UPS"
"SH10735","N12 8TT","Evri"
"SH10736","DA8 3NN","Evri"
"SH10737","SE3 7QQ","UPS"
"SH10738","EX2 8US","FedEx"
"SH10739","GU52 7SD","Royal Mail"
"SH10740","CM24 8FF","DHL"
"SH10741","S21 4DJ","Royal Mail"
"SH10742","TW13 4QH","UPS"
"SH10743","NG7 5BA","DHL"
"SH10744","LL12 0LG","FedEx"
"SH10745","SP10 3TT","Royal Mail"
"SH10746","RG8 9QY","FedEx"
"SH10747","CV37 6RB","Evri"
"SH10748","NE29 6TF","FedEx"
"SH10749","NG11 9GT","Royal Mail"
"SH10750","KY11 8LU","DHL"
"SH10751","DA2 6PB","DHL"
"SH10752","ST17 4JX","UPS"
"SH10753","GL18 2AL","FedEx"
"SH10754","BN14 0RQ","DHL"
"SH10755","LL13 0YE","DHL"
"SH10756","NW1W 8RQ","Royal Mail"
"SH10757","BH9 1BH","Evri"
"SH10758","GL14 9JQ","DHL"
"SH10759","GU34 1SF","DHL"
"SH10760","WF7 6EJ","Evri"
"SH10761","MK11 1DG","DHL"
"SH10762","SN5 6HF","FedEx"
"SH10763","NP18 2LP","Evri"
"SH10764","YO62 4LH","UPS"
"SH10765","AB51 3YL","Evri"
"SH10766","B61 0UE","DHL"
"SH10767","TN22 1UU","DHL"
"SH10768","BD7 2BU","Royal Mail"
"SH10769","B37 7NZ","Royal Mail"
"SH10770","EH15 3ND","FedEx"
"SH10771","CF11 1WU","Royal Mail"
"SH10772","N4 4LH","UPS"
"SH10773","BT82 8PJ","Evri"
"SH10774","CW11 3AP","UPS"
"SH10775","WA6 9HY","UPS"
"SH10776","BH13 6LT","UPS"
"SH10777","BS16 1EX","FedEx"
"SH10778","BD10 0PA","DHL"
"SH10779","KA10 7AF","FedEx"
"SH10780","CV11 4PF","Royal Mail"
"SH10781","EX9 7AS","Royal Mail"
"SH10782","BT27 5AS","Evri"
"SH10783","PH1 2SQ","DHL"
"SH10784","CH44 2HR","Evri"
"SH10785","ST4 2BN","UPS"
"SH10786","CB1 2AZ","Royal Mail"
"SH10787","WF17 9PH","Royal Mail"
"SH10788","TW12 3XE","FedEx"
"SH10789","N15 4RS","Evri"
"SH10790","RM10 8SR","Evri"
"SH10791","LE5 0FE","Evri"
"SH10792","SW3 1RH","Royal Mail"
"SH10793","BT23 5HX","UPS"
"SH10794","L32 0XE","Evri"
"SH10795","SG1 4PB","UPS"
"SH10796","BD4 9PU","Evri"
"SH10797","L5 0SZ","UPS"
"SH10798","DL13 5BA","DHL"
"SH10799","BH14 0AN","DHL"
"SH10800","GU14 8JF","UPS"
"SH10801","LL55 2HL","Royal Mail"
"SH10802","DH5 9AP","DHL"
"SH10803","CH61 9NQ","Royal Mail"
"SH10804","SW1P 9HX","Evri"
"SH10805","YO21 3JL","Royal Mail"
"SH10806","SE9 9GD","Royal Mail"
"SH10807","MK17 8XL","DHL"
"SH10808","BD20 0AE","Royal Mail"
"SH10809","HA4 8GR","Royal Mail"
"SH10810","HU12 9DU","DHL"
"SH10811","M41 7AN","Evri"
"SH10812","TA24 5BH","FedEx"
"SH10813","DN8 5QE","UPS"
"SH10814","GU12 6JL","DHL"
"SH10815","SG6 2AP","UPS"
"SH10816","BL3 3AG","Royal Mail"
"SH10817","MK9 4BR","DHL"
"SH10818","KA3 6EB","Evri"
"SH10819","BH19 3DS","UPS"
"SH10820","SW10 9SA","Royal Mail"
"SH10821","NE4 6ER","UPS"
"SH10822","PE6 9GP","Evri"
"SH10823","LE3 5HT","DHL"
"SH10824","B43 7BL","UPS"
"SH10825","SK8 1EQ","UPS"
"SH10826","SA18 2UB","Royal Mail"
"SH10827","NG17 8GY","UPS"
"SH10828","PE21 6JL","UPS"
"SH10829","SE1 5DD","DHL"
"SH10830","AB11 8EH","Royal Mail"
"SH10831","NG16 6AH","Royal Mail"
"SH10832","NP26 3LH","Royal Mail"
"SH10833","NG12 2DU","FedEx"
"SH10834","AB55 5FX","FedEx"
"SH10835","M15 5BP","FedEx"
"SH10836","SN2 5NG","UPS"
"SH10837","WA8 4SZ","Evri"
"SH10838","LE3 9HY","DHL"
"SH10839","TW15 1LE","FedEx"
"SH10840","TN13 2JT","DHL"
"SH10841","FY8 5AZ","Royal Mail"
"SH10842","TN9 9UX","Evri"
"SH10843","LE2 7QU","Royal Mail"
"SH10844","EN8 7SQ","DHL"
"SH10845","NW9 9TS","FedEx"
"SH10846","NW3 7RY","UPS"
"SH10847","DY5 3DY","Evri"
"SH10848","NN3 3NY","Royal Mail"
"SH10849","PE28 2GJ","FedEx"
"SH10850","GY7 9EU","UPS"
"SH10851","WR11 3AF","Evri"
"SH10852","BD18 2HN","Royal Mail"
"SH10853","NE5 1EB","Royal Mail"
"SH10854","NN6 0NB","FedEx"
"SH10855","LL57 3EZ","UPS"
"SH10856","WR2 5UE","UPS"
"SH10857","NW1W 7EX","Evri"
"SH10858","DE11 7EY","DHL"
"SH10859","HD2 2EJ","FedEx"
"SH10860","CM7 2BY","UPS"
"SH10861","RM5 3FZ","FedEx"
"SH10862","IV5 7PL","UPS"
"SH10863","LS25 2GY","FedEx"
"SH10864","EX5 5NH","Evri"
"SH10865","SG8 6HP","UPS"
"SH10866","RH7 6NJ","UPS"
"SH10867","WV1 2DE","UPS"
"SH10868","KT9 2QX","FedEx"
"SH10869","G84 0RY","FedEx"
"SH10870","SW3 5SR","DHL"
"SH10871","OX4 2TZ","Evri"
"SH10872","CH3 9BJ","UPS"
"SH10873","BR8 7PG","FedEx"
"SH10874","KT20 6QA","FedEx"
"SH10875","TA6 4HW","DHL"
"SH10876","NP13 3DX","FedEx"
"SH10877","DA8 1FS","Royal Mail"
"SH10878","TR3 6FD","DHL"
"SH10879","TA21 0NQ","Royal Mail"
"SH10880","NP7 9DW","FedEx"
"SH10881","AB10 6RZ","Evri"
"SH10882","OX11 0FP","DHL"
"SH10883","CH4 7AF","DHL"
"SH10884","RH7 6YJ","Royal Mail"
"SH10885","FY5 4GS","FedEx"
"SH10886","AL10 9FU","Evri"
"SH10887","TN9 9LP","DHL"
"SH10888","B10 0BW","DHL"
"SH10889","W10 9EX","DHL"
"SH10890","WA7 2HL","UPS"
"SH10891","BT43 6WE","DHL"
"SH10892","PL24 2JS","DHL"
"SH10893","CT7 9HU","UPS"
"SH10894","NW11 8QP","Evri"
"SH10895","NG10 5GE","FedEx"
"SH10896","LE15 8EZ","FedEx"
"SH10897","HA5 1LD","Royal Mail"
"SH10898","BS22 7TQ","Royal Mail"
"SH10899","RM12 5NU","Royal Mail"
"SH10900","W7 3QL","Evri"
"SH10901","B6 5HA","DHL"
"SH10902","OX25 6JB","Royal Mail"
"SH10903","BA12 0NR","FedEx"
"SH10904","DY13 9SX","Royal Mail"
"SH10905","N9 0NB","FedEx"
"SH10906","SN10 3LW","Royal Mail"
"SH10907","LN4 4UU","Royal Mail"
"SH10908","L20 6BD","Royal Mail"
"SH10909","DY2 0PU","Evri"
"SH10910","L36 2NL","DHL"
"SH10911","CF46 6UH","UPS"
"SH10912","WF17 9EH","DHL"
"SH10913","BH23 4PG","FedEx"
"SH10914","IP29 5RP","Royal Mail"
"SH10915","SY21 8LA","UPS"
"SH10916","MK8 8EB","Evri"
"SH10917","SY17 5EF","Royal Mail"
"SH10918","WR13 5PS","Evri"
"SH10919","L11 0AB","DHL"
"SH10920","AB55 6XB","FedEx"
"SH10921","CW5 6LW","UPS"
"SH10922","SO21 1RZ","DHL"
"SH10923","BS2 9TW","DHL"
"SH10924","BB10 1NF","FedEx"
"SH10925","HP4 2HQ","UPS"
"SH10926","EH3 5BL","DHL"
"SH10927","HU15 2YP","Royal Mail"
"SH10928","WN7 5TH","DHL"
"SH10929","BN3 8LT","FedEx"
"SH10930","GL5 5HS","UPS"
"SH10931","EH20 9DX","FedEx"
"SH10932","CO4 5US","Evri"
"SH10933","B71 2RP","FedEx"
"SH10934","NE30 2LZ","Evri"
"SH10935","KT5 9NY","DHL"
"SH10936","NE24 4LZ","DHL"
"SH10937","BD3 8BH","Evri"
"SH10938","HU9 3SH","UPS"
"SH10939","N11 2AG","Royal Mail"
"SH10940","SG5 4AL","DHL"
"SH10941","LN5 9SF","Evri"
"SH10942","ST19 5SJ","DHL"
"SH10943","EX7 0PD","Royal Mail"
"SH10944","CM2 7JA","DHL"
"SH10945","DA7 4HW","Royal Mail"
"SH10946","BT23 7PY","FedEx"
"SH10947","B97 5GL","Royal Mail"
"SH10948","HR4 9SA","UPS"
"SH10949","WR9 7GD","Royal Mail"
"SH10950","SE27 9SG","Evri"
"SH10951","PO8 9BD","UPS"
"SH10952","SL3 0PA","Evri"
"SH10953","TF9 2TB","DHL"
"SH10954","PH10 6ER","UPS"
"SH10955","WR5 3WG","UPS"
"SH10956","DL16 7SB","DHL"
"SH10957","CV31 2BJ","FedEx"
"SH10958","NW11 0JT","Evri"
"SH10959","NR32 3AW","Evri"
"SH10960","TQ9 7HP","Evri"
"SH10961","BT92 9GH","UPS"
"SH10962","BS4 2RE","Royal Mail"
"SH10963","W6 9NN","Royal Mail"
"SH10964","WS11 1NA","UPS"
"SH10965","BN99 9DT","Evri"
"SH10966","G75 9BA","DHL"
"SH10967","WA16 8LB","Evri"
"SH10968","BT32 4WQ","Royal Mail"
"SH10969","SW4 9SW","UPS"
"SH10970","WV6 8TR","DHL"
"SH10971","E1 0BB","Evri"
"SH10972","DT4 7UN","DHL"
"SH10973","DN33 1LF","Royal Mail"
"SH10974","FY4 1BT","Royal Mail"
"SH10975","GL51 7EU","Evri"
"SH10976","TS6 7DX","DHL"
"SH10977","DN41 8AP","DHL"
"SH10978","IG7 5EY","Evri"
"SH10979","CM8 3XW","Evri"
"SH10980","SL1 1XY","Royal Mail"
"SH10981","RG5 3QE","Evri"
"SH10982","CM9 6HJ","UPS"
"SH10983","GL5 3PX","UPS"
"SH10984","WV2 4ET","FedEx"
"SH10985","NN7 2EP","UPS"
"SH10986","PO21 3FA","UPS"
"SH10987","SW14 7BY","UPS"
"SH10988","IG8 7DL","FedEx"
"SH10989","WV14 6LS","Royal Mail"
"SH10990","NP20 5FS","Royal Mail"
"SH10991","RH10 6SD","DHL"
"SH10992","WS1 2AR","FedEx"
"SH10993","SL0 0DW","DHL"
"SH10994","SE11 4UE","DHL"
"SH10995","W12 8DT","FedEx"
"SH10996","SR6 8NR","Royal Mail"
"SH10997","TR26 3HA","Royal Mail"
"SH10998","EN10 7PN","Royal Mail"
"SH10999","SY12 0EU","Evri"
"SH11000","KA3 2HZ","DHL"
