"SHIPPING_ID","POST_CODE","CARRIER"
"SH10718","IM4 6EL","UPS"
"SH10719","HP14 4UE","Evri"
"SH10720","LN6 0JJ","FedEx"
"SH10721","TA19 9DH","FedEx"
"SH10722","IM2 1BA","Royal Mail"
"SH10723","SL9 7HS","Royal Mail"
"SH10724","GU1 3JF","Royal Mail"
"SH10725","LS11 7ET","Evri"
"SH10726","CA12 5LU","DHL"
"SH10727","N1 9SJ","Royal Mail"
"SH10728","SA4 3JW","FedEx"
"SH10729","DH4 4BH","Royal Mail"
"SH10730","BS36 2QL","FedEx"
"SH10731","EC1Y 8LT","Royal Mail"
"SH10732","PO1 2EN","Royal Mail"
"SH10733","BT54 6JU","Royal Mail"
"SH10734","DT6 5PH","Evri"
"SH10735","W1F 7AN","DHL"
"SH10736","L35 2XH","UPS"
"SH10737","SY3 9NU","DHL"
"SH10738","KT12 5EE","FedEx"
"SH10739","S43 3BD","Royal Mail"
"SH10740","G2 3BD","UPS"
"SH10741","RG27 9LG","Evri"
"SH10742","BN13 2AN","Royal Mail"
"SH10743","CW8 2SX","Evri"
"SH10744","NG20 0QJ","DHL"
"SH10745","E12 5HT","FedEx"
"SH10746","CA6 6PN","UPS"
"SH10747","SE20 7YJ","DHL"
"SH10748","IV63 6XQ","DHL"
"SH10749","LS29 0JJ","FedEx"
"SH10750","WA10 4QU","UPS"
"SH10751","S10 3AF","DHL"
"SH10752","S73 9JX","Royal Mail"
"SH10753","YO11 2SA","DHL"
"SH10754","SN6 6HS","FedEx"
"SH10755","AB41 9HD","UPS"
"SH10756","SA4 6TA","FedEx"
"SH10757","B61 0FS","Evri"
"SH10758","SA6 7NE","FedEx"
"SH10759","NE26 1TP","Evri"
"SH10760","BH1 1HT","DHL"
"SH10761","AB25 2QQ","DHL"
"SH10762","NE29 8BN","Evri"
"SH10763","G73 5LH","UPS"
"SH10764","NR7 0TN","Royal Mail"
"SH10765","G77 5RP","DHL"
"SH10766","BN25 2EE","Evri"
"SH10767","CA18 1RW","DHL"
"SH10768","W1S 4SF","Royal Mail"
"SH10769","SW16 5SH","DHL"
"SH10770","EH7 6UX","Royal Mail"
"SH10771","BS23 2EB","FedEx"
"SH10772","SW9 1FS","Royal Mail"
"SH10773","YO24 4AR","UPS"
"SH10774","N1P 3JD","Royal Mail"
"SH10775","HA3 7QU","Evri"
"SH10776","WD24 7AE","UPS"
"SH10777","FK6 5NF","Evri"
"SH10778","SK9 3RE","DHL"
"SH10779","E6 5NS","UPS"
"SH10780","BT6 0EJ","UPS"
"SH10781","WA2 0BY","DHL"
"SH10782","TA24 6AG","FedEx"
"SH10783","NE34 0LZ","Evri"
"SH10784","N9 0EF","Evri"
"SH10785","LE11 4PJ","Evri"
"SH10786","SP5 5BH","UPS"
"SH10787","BH20 6DN","Royal Mail"
"SH10788","DT2 7LB","Royal Mail"
"SH10789","NW3 6XH","UPS"
"SH10790","N1P 3RZ","Evri"
"SH10791","BT94 5DJ","DHL"
"SH10792","PE6 9BW","Evri"
"SH10793","DT6 6JH","Royal Mail"
"SH10794","NP20 7SH","UPS"
"SH10795","EH12 5UW","DHL"
"SH10796","AL1 5SB","Evri"
"SH10797","L32 9QL","DHL"
"SH10798","BB11 3PT","Royal Mail"
"SH10799","NR10 3LG","Royal Mail"
"SH10800","EH54 9JN","Evri"
"SH10801","LL13 0HW","DHL"
"SH10802","BL11 1AF","DHL"
"SH10803","TN17 3HA","Evri"
"SH10804","NP20 6JR","Evri"
"SH10805","DY6 8DY","Royal Mail"
"SH10806","NE25 0EL","Evri"
"SH10807","DT6 4JG","UPS"
"SH10808","BT49 0TL","UPS"
"SH10809","IM2 6JA","FedEx"
"SH10810","CT16 3LN","UPS"
"SH10811","CO6 1JH","UPS"
"SH10812","GU7 9TE","UPS"
"SH10813","EX6 8LE","FedEx"
"SH10814","NN9 6UR","Royal Mail"
"SH10815","DE6 5QN","Royal Mail"
"SH10816","NP12 0LG","DHL"
"SH10817","NE6 1SD","FedEx"
"SH10818","SW6 1NY","DHL"
"SH10819","NN6 9RN","DHL"
"SH10820","CH1 2LH","FedEx"
"SH10821","W1D 7PR","Royal Mail"
"SH10822","NN29 7JP","Royal Mail"
"SH10823","KY15 5SH","Royal Mail"
"SH10824","PE34 4QL","Evri"
"SH10825","B20 1BX","DHL"
"SH10826","WF12 9ED","FedEx"
"SH10827","LL18 6HY","Evri"
"SH10828","B33 0BA","Royal Mail"
"SH10829","S10 3RZ","Evri"
"SH10830","DH4 5QR","Royal Mail"
"SH10831","GL6 8HE","Evri"
"SH10832","NN8 6AG","Royal Mail"
"SH10833","BS40 8PR","Evri"
"SH10834","NN15 5JF","FedEx"
"SH10835","LU7 4QW","UPS"
"SH10836","SE4 1EE","FedEx"
"SH10837","TF5 0AH","Royal Mail"
"SH10838","SL2 4JU","FedEx"
"SH10839","B1 3DT","UPS"
"SH10840","AB42 1TP","Royal Mail"
"SH10841","LL16 4AU","Evri"
"SH10842","BB9 6EA","Evri"
"SH10843","S42 7BB","DHL"
"SH10844","LN11 9JQ","Evri"
"SH10845","WD5 0TL","UPS"
"SH10846","BT39 9QQ","DHL"
"SH10847","HD3 4ZQ","Royal Mail"
"SH10848","IP5 1LA","FedEx"
"SH10849","GU22 8JE","Evri"
"SH10850","PO7 5FX","Evri"
"SH10851","B32 1BE","UPS"
"SH10852","CW5 5SN","FedEx"
"SH10853","WS10 9HL","FedEx"
"SH10854","HU6 9QR","FedEx"
"SH10855","BN5 9RZ","Royal Mail"
"SH10856","SE1 7LY","Royal Mail"
"SH10857","GY1 6EW","DHL"
"SH10858","UB8 2BP","FedEx"
"SH10859","BT28 3RY","UPS"
"SH10860","KA8 9TG","Evri"
"SH10861","PH10 7NR","UPS"
"SH10862","G77 6XB","UPS"
"SH10863","NW7 3AW","DHL"
"SH10864","SG2 9SH","FedEx"
"SH10865","TN13 3QH","Evri"
"SH10866","SK10 2PZ","FedEx"
"SH10867","G62 8PP","FedEx"
"SH10868","CV47 8HS","Royal Mail"
"SH10869","WA13 0BD","FedEx"
"SH10870","HS2 0RG","Evri"
"SH10871","PL6 8EA","FedEx"
"SH10872","S74 0DQ","FedEx"
"SH10873","EX23 8SJ","FedEx"
"SH10874","PE29 1TF","UPS"
"SH10875","DT11 0AY","Evri"
"SH10876","SL4 6JU","DHL"
"SH10877","BS10 5NA","Evri"
"SH10878","BH1 1AL","DHL"
"SH10879","BL9 6GW","UPS"
"SH10880","HR2 6PJ","UPS"
"SH10881","SR8 4HJ","FedEx"
"SH10882","GL53 0EE","UPS"
"SH10883","PE29 6XH","FedEx"
"SH10884","PE19 1PH","FedEx"
"SH10885","BT78 1LT","Royal Mail"
"SH10886","SL5 0NW","Royal Mail"
"SH10887","CM7 1ED","Evri"
"SH10888","SW10 0PJ","Evri"
"SH10889","KA27 8FL","Royal Mail"
"SH10890","NP13 2DD","Evri"
"SH10891","SK9 7JS","Royal Mail"
"SH10892","HG5 8EL","Royal Mail"
"SH10893","TW17 8DU","Evri"
"SH10894","GL54 4ED","FedEx"
"SH10895","NG15 6QL","FedEx"
"SH10896","FK7 8PZ","UPS"
"SH10897","CV22 7RA","UPS"
"SH10898","BD22 7RU","UPS"
"SH10899","DN5 0DX","FedEx"
"SH10900","TW19 7TE","DHL"
"SH10901","SA5 7LZ","Evri"
"SH10902","SO42 7TW","FedEx"
"SH10903","DY9 0YD","UPS"
"SH10904","NR12 8YB","Evri"
"SH10905","YO30 6PH","Royal Mail"
"SH10906","GU4 7AZ","FedEx"
"SH10907","TN15 6RZ","UPS"
"SH10908","CB4 1YX","Evri"
"SH10909","AB43 6SD","FedEx"
"SH10910","BD8 9AJ","UPS"
"SH10911","MK42 7QS","UPS"
"SH10912","N6 4BQ","Royal Mail"
"SH10913","IP27 0AF","DHL"
"SH10914","PO21 2RR","Evri"
"SH10915","DD2 1ND","Royal Mail"
"SH10916","CH42 8NB","FedEx"
"SH10917","N1 7FQ","Royal Mail"
"SH10918","S6 3AU","UPS"
"SH10919","CF83 8AL","UPS"
"SH10920","L7 7BT","Evri"
"SH10921","TN10 4EZ","Royal Mail"
"SH10922","OX16 1QP","DHL"
"SH10923","DE21 2LW","FedEx"
"SH10924","BL0 0LA","Royal Mail"
"SH10925","ST13 7DW","FedEx"
"SH10926","LU7 0UB","Evri"
"SH10927","TS19 9NU","Evri"
"SH10928","HP4 2RQ","Evri"
"SH10929","BH5 1HG","Evri"
"SH10930","AL2 3HF","Royal Mail"
"SH10931","EH7 6HF","Royal Mail"
"SH10932","SO23 0AG","Royal Mail"
"SH10933","CV9 3LW","FedEx"
"SH10934","SY21 7HD","Evri"
"SH10935","LE4 3JR","DHL"
"SH10936","SE9 5RG","FedEx"
"SH10937","WN8 6NZ","Evri"
"SH10938","TR14 8PP","Royal Mail"
"SH10939","BT5 6JF","FedEx"
"SH10940","LS26 0TT","FedEx"
"SH10941","WN7 2EH","DHL"
"SH10942","SK16 5HB","Evri"
"SH10943","G81 5AS","DHL"
"SH10944","TQ1 3BS","FedEx"
"SH10945","ST19 9DE","FedEx"
"SH10946","TA23 0AE","UPS"
"SH10947","WR3 8LJ","Evri"
"SH10948","CV21 4NJ","DHL"
"SH10949","EX20 2NP","Royal Mail"
"SH10950","LA15 8AN","UPS"
"SH10951","CV8 1LJ","FedEx"
"SH10952","FY2 9HH","UPS"
"SH10953","DN41 8SB","UPS"
"SH10954","LE7 7RL","UPS"
"SH10955","LA18 5LB","FedEx"
"SH10956","KY7 6SZ","Evri"
"SH10957","DH8 0QY","Evri"
"SH10958","UB6 0GX","UPS"
"SH10959","BT49 0NP","UPS"
"SH10960","DA9 9YG","Evri"
"SH10961","M30 7RQ","FedEx"
"SH10962","DD3 8JR","DHL"
"SH10963","TS25 5PR","Evri"
"SH10964","IM4 7PY","UPS"
"SH10965","E11 4GS","FedEx"
"SH10966","WN4 8TQ","FedEx"
"SH10967","BA3 3LP","FedEx"
"SH10968","S12 3LP","FedEx"
"SH10969","LS28 6QP","DHL"
"SH10970","SM4 4DQ","UPS"
"SH10971","NG21 0TN","UPS"
"SH10972","SL1 3AH","FedEx"
"SH10973","LL57 4UR","Royal Mail"
"SH10974","BN11 5LT","FedEx"
"SH10975","NN2 8BD","UPS"
"SH10976","NE61 3RU","DHL"
"SH10977","HX7 5AP","UPS"
"SH10978","TS4 2GE","UPS"
"SH10979","BH6 4ET","DHL"
"SH10980","PO9 4EN","Evri"
"SH10981","EN5 2UU","Evri"
"SH10982","BA16 9QP","UPS"
"SH10983","CO12 3DB","UPS"
"SH10984","DL5 6HZ","UPS"
"SH10985","BS3 5LJ","Evri"
"SH10986","BH6 5BP","UPS"
"SH10987","BT44 8EB","Royal Mail"
"SH10988","BT37 0ZH","DHL"
"SH10989","G81 1UL","UPS"
"SH10990","DA7 6JN","FedEx"
"SH10991","WF1 1NJ","FedEx"
"SH10992","UB5 5UP","Evri"
"SH10993","RH2 8EY","Royal Mail"
"SH10994","BA15 1HW","Evri"
"SH10995","B98 8QW","FedEx"
"SH10996","AB24 2TU","FedEx"
"SH10997","KT3 5BY","UPS"
"SH10998","LA4 6LY","Royal Mail"
"SH10999","LA2 0EP","Royal Mail"
"SH11000","LE4 9FQ","FedEx"
