"TRANSACTION_ID","PAYMENT_METHOD","TRANSACTION_STATUS"
"TR11928","Credit card","Successful"
"TR11929","Credit card","Successful"
"TR11930","Credit card","Successful"
"TR11931","Credit card","Successful"
"TR11932","Credit card","Successful"
"TR11933","Credit card","Successful"
"TR11934","Credit card","Successful"
"TR11935","Debit card","Successful"
"TR11936","Debit card","Successful"
"TR11937","Credit card","Successful"
"TR11938","Credit card","Successful"
"TR11939","Paypal","Successful"
"TR11940","Credit card","Successful"
"TR11941","Paypal","Successful"
"TR11942","Debit card","Successful"
"TR11943","Credit card","Successful"
"TR11944","Debit card","Successful"
"TR11945","Credit card","Successful"
"TR11946","Credit card","Successful"
"TR11947","Debit card","Successful"
"TR11948","Debit card","Successful"
"TR11949","Debit card","Declined"
"TR11950","Credit card","Declined"
"TR11951","Debit card","Successful"
"TR11952","Credit card","Successful"
"TR11953","Credit card","Successful"
"TR11954","Credit card","Successful"
"TR11955","Paypal","Successful"
"TR11956","Debit card","Declined"
"TR11957","Debit card","Successful"
"TR11958","Gift Card","Successful"
"TR11959","Debit card","Successful"
"TR11960","Credit card","Successful"
"TR11961","Paypal","Successful"
"TR11962","Paypal","Successful"
"TR11963","Credit card","Successful"
"TR11964","Credit card","Successful"
"TR11965","Credit card","Successful"
"TR11966","Credit card","Successful"
"TR11967","Paypal","Successful"
"TR11968","Debit card","Successful"
"TR11969","Credit card","Successful"
"TR11970","Credit card","Declined"
"TR11971","Credit card","Successful"
"TR11972","Credit card","Successful"
"TR11973","Credit card","Successful"
"TR11974","Debit card","Successful"
"TR11975","Credit card","Successful"
"TR11976","Credit card","Successful"
"TR11977","Credit card","Declined"
"TR11978","Credit card","Successful"
"TR11979","Paypal","Successful"
"TR11980","Paypal","Successful"
"TR11981","Credit card","Successful"
"TR11982","Credit card","Successful"
"TR11983","Paypal","Successful"
"TR11984","Credit card","Successful"
"TR11985","Credit card","Successful"
"TR11986","Credit card","Successful"
"TR11987","Debit card","Successful"
"TR11988","Credit card","Successful"
"TR11989","Credit card","Successful"
"TR11990","Paypal","Successful"
"TR11991","Credit card","Successful"
"TR11992","Credit card","Declined"
"TR11993","Paypal","Successful"
"TR11994","Paypal","Successful"
"TR11995","Paypal","Successful"
"TR11996","Debit card","Successful"
"TR11997","Credit card","Successful"
"TR11998","Debit card","Successful"
"TR11999","Debit card","Successful"
"TR12000","Debit card","Successful"
"TR12001","Credit card","Successful"
"TR12002","Debit card","Successful"
"TR12003","Debit card","Declined"
"TR12004","Credit card","Successful"
"TR12005","Credit card","Declined"
"TR12006","Credit card","Successful"
"TR12007","Credit card","Successful"
"TR12008","Paypal","Successful"
"TR12009","Credit card","Successful"
"TR12010","Credit card","Successful"
"TR12011","Paypal","Successful"
"TR12012","Credit card","Successful"
"TR12013","Credit card","Successful"
"TR12014","Debit card","Successful"
"TR12015","Credit card","Successful"
"TR12016","Debit card","Successful"
"TR12017","Credit card","Successful"
"TR12018","Credit card","Successful"
"TR12019","Credit card","Successful"
"TR12020","Debit card","Successful"
"TR12021","Credit card","Successful"
"TR12022","Gift Card","Successful"
"TR12023","Credit card","Successful"
"TR12024","Debit card","Successful"
"TR12025","Paypal","Successful"
"TR12026","Credit card","Successful"
"TR12027","Debit card","Successful"
"TR12028","Credit card","Successful"
"TR12029","Credit card","Successful"
"TR12030","Credit card","Successful"
"TR12031","Credit card","Successful"
"TR12032","Debit card","Successful"
"TR12033","Credit card","Successful"
"TR12034","Credit card","Successful"
"TR12035","Paypal","Successful"
"TR12036","Debit card","Declined"
"TR12037","Credit card","Successful"
"TR12038","Debit card","Successful"
"TR12039","Debit card","Successful"
"TR12040","Debit card","Successful"
"TR12041","Credit card","Declined"
"TR12042","Credit card","Successful"
"TR12043","Credit card","Successful"
"TR12044","Debit card","Successful"
"TR12045","Paypal","Successful"
"TR12046","Credit card","Successful"
"TR12047","Credit card","Successful"
"TR12048","Paypal","Successful"
"TR12049","Debit card","Successful"
"TR12050","Credit card","Successful"
"TR12051","Paypal","Successful"
"TR12052","Paypal","Successful"
"TR12053","Credit card","Successful"
"TR12054","Paypal","Successful"
"TR12055","Credit card","Successful"
"TR12056","Credit card","Declined"
"TR12057","Debit card","Successful"
"TR12058","Debit card","Successful"
"TR12059","Credit card","Successful"
"TR12060","Paypal","Successful"
"TR12061","Credit card","Successful"
"TR12062","Credit card","Successful"
"TR12063","Paypal","Successful"
"TR12064","Credit card","Successful"
"TR12065","Credit card","Successful"
"TR12066","Debit card","Successful"
"TR12067","Credit card","Successful"
"TR12068","Debit card","Successful"
"TR12069","Paypal","Successful"
"TR12070","Paypal","Successful"
"TR12071","Debit card","Successful"
"TR12072","Credit card","Successful"
"TR12073","Paypal","Successful"
"TR12074","Credit card","Successful"
"TR12075","Paypal","Successful"
"TR12076","Credit card","Successful"
"TR12077","Debit card","Successful"
"TR12078","Credit card","Successful"
"TR12079","Credit card","Successful"
"TR12080","Credit card","Successful"
"TR12081","Paypal","Successful"
"TR12082","Credit card","Successful"
"TR12083","Credit card","Successful"
"TR12084","Debit card","Successful"
"TR12085","Credit card","Successful"
"TR12086","Credit card","Successful"
"TR12087","Credit card","Successful"
"TR12088","Debit card","Successful"
"TR12089","Credit card","Successful"
"TR12090","Credit card","Successful"
"TR12091","Debit card","Declined"
"TR12092","Credit card","Successful"
"TR12093","Debit card","Successful"
"TR12094","Paypal","Successful"
"TR12095","Debit card","Successful"
"TR12096","Credit card","Successful"
"TR12097","Debit card","Successful"
"TR12098","Paypal","Successful"
"TR12099","Debit card","Successful"
"TR12100","Credit card","Successful"
"TR12101","Debit card","Successful"
"TR12102","Credit card","Successful"
"TR12103","Paypal","Successful"
"TR12104","Credit card","Successful"
"TR12105","Credit card","Successful"
"TR12106","Debit card","Successful"
"TR12107","Paypal","Successful"
"TR12108","Credit card","Successful"
"TR12109","Debit card","Successful"
"TR12110","Paypal","Successful"
"TR12111","Credit card","Successful"
"TR12112","Credit card","Successful"
"TR12113","Credit card","Declined"
"TR12114","Paypal","Successful"
"TR12115","Credit card","Successful"
"TR12116","Debit card","Successful"
"TR12117","Credit card","Successful"
"TR12118","Debit card","Successful"
"TR12119","Debit card","Successful"
"TR12120","Credit card","Successful"
