"TRANSACTION_ID","PAYMENT_METHOD","TRANSACTION_STATUS"
"TR10869","Credit card","Successful"
"TR10870","Debit card","Successful"
"TR10871","Credit card","Successful"
"TR10872","Paypal","Successful"
"TR10873","Debit card","Successful"
"TR10874","Credit card","Successful"
"TR10875","Credit card","Successful"
"TR10876","Paypal","Successful"
"TR10877","Debit card","Successful"
"TR10878","Credit card","Successful"
"TR10879","Debit card","Declined"
"TR10880","Debit card","Successful"
"TR10881","Credit card","Successful"
"TR10882","Credit card","Successful"
"TR10883","Paypal","Successful"
"TR10884","Paypal","Successful"
"TR10885","Paypal","Successful"
"TR10886","Debit card","Successful"
"TR10887","Credit card","Successful"
"TR10888","Credit card","Successful"
"TR10889","Credit card","Successful"
"TR10890","Credit card","Successful"
"TR10891","Debit card","Successful"
"TR10892","Debit card","Successful"
"TR10893","Credit card","Successful"
"TR10894","Debit card","Successful"
"TR10895","Debit card","Successful"
"TR10896","Credit card","Successful"
"TR10897","Paypal","Successful"
"TR10898","Paypal","Successful"
"TR10899","Debit card","Successful"
"TR10900","Debit card","Successful"
"TR10901","Paypal","Successful"
"TR10902","Credit card","Successful"
"TR10903","Paypal","Successful"
"TR10904","Debit card","Successful"
"TR10905","Credit card","Successful"
"TR10906","Credit card","Successful"
"TR10907","Credit card","Successful"
"TR10908","Debit card","Successful"
"TR10909","Debit card","Successful"
"TR10910","Debit card","Successful"
"TR10911","Credit card","Declined"
"TR10912","Credit card","Successful"
"TR10913","Credit card","Successful"
"TR10914","Debit card","Successful"
"TR10915","Credit card","Successful"
"TR10916","Credit card","Successful"
"TR10917","Debit card","Successful"
"TR10918","Credit card","Successful"
"TR10919","Credit card","Successful"
"TR10920","Debit card","Successful"
"TR10921","Paypal","Successful"
"TR10922","Debit card","Successful"
"TR10923","Credit card","Successful"
"TR10924","Debit card","Successful"
"TR10925","Debit card","Successful"
"TR10926","Debit card","Successful"
"TR10927","Credit card","Successful"
"TR10928","Credit card","Successful"
"TR10929","Credit card","Successful"
"TR10930","Credit card","Successful"
"TR10931","Paypal","Successful"
"TR10932","Debit card","Declined"
"TR10933","Debit card","Successful"
"TR10934","Debit card","Successful"
"TR10935","Credit card","Successful"
"TR10936","Paypal","Successful"
"TR10937","Credit card","Successful"
"TR10938","Debit card","Successful"
"TR10939","Credit card","Successful"
"TR10940","Paypal","Successful"
"TR10941","Credit card","Successful"
"TR10942","Credit card","Successful"
"TR10943","Credit card","Successful"
"TR10944","Debit card","Successful"
"TR10945","Credit card","Successful"
"TR10946","Debit card","Successful"
"TR10947","Paypal","Successful"
"TR10948","Credit card","Successful"
"TR10949","Credit card","Successful"
"TR10950","Paypal","Successful"
"TR10951","Debit card","Successful"
"TR10952","Credit card","Successful"
"TR10953","Paypal","Successful"
"TR10954","Debit card","Successful"
"TR10955","Credit card","Successful"
"TR10956","Paypal","Successful"
"TR10957","Credit card","Successful"
"TR10958","Paypal","Successful"
"TR10959","Credit card","Successful"
"TR10960","Debit card","Successful"
"TR10961","Credit card","Successful"
"TR10962","Credit card","Successful"
"TR10963","Credit card","Successful"
"TR10964","Credit card","Successful"
"TR10965","Paypal","Successful"
"TR10966","Debit card","Successful"
"TR10967","Paypal","Successful"
"TR10968","Credit card","Successful"
"TR10969","Credit card","Successful"
"TR10970","Paypal","Successful"
"TR10971","Credit card","Successful"
"TR10972","Paypal","Successful"
"TR10973","Paypal","Successful"
"TR10974","Credit card","Successful"
"TR10975","Debit card","Successful"
"TR10976","Debit card","Successful"
"TR10977","Credit card","Successful"
"TR10978","Credit card","Successful"
"TR10979","Gift Card","Successful"
"TR10980","Paypal","Successful"
"TR10981","Credit card","Successful"
"TR10982","Debit card","Successful"
"TR10983","Paypal","Successful"
"TR10984","Debit card","Successful"
"TR10985","Credit card","Successful"
"TR10986","Credit card","Successful"
"TR10987","Credit card","Declined"
"TR10988","Paypal","Successful"
"TR10989","Debit card","Successful"
"TR10990","Credit card","Successful"
"TR10991","Debit card","Successful"
"TR10992","Paypal","Successful"
"TR10993","Debit card","Successful"
"TR10994","Gift Card","Successful"
"TR10995","Credit card","Successful"
"TR10996","Debit card","Successful"
"TR10997","Credit card","Successful"
"TR10998","Credit card","Successful"
"TR10999","Debit card","Successful"
"TR11000","Credit card","Successful"
"TR11001","Debit card","Successful"
"TR11002","Credit card","Successful"
"TR11003","Debit card","Successful"
"TR11004","Debit card","Successful"
"TR11005","Credit card","Successful"
"TR11006","Debit card","Successful"
"TR11007","Credit card","Successful"
"TR11008","Paypal","Successful"
"TR11009","Credit card","Declined"
"TR11010","Debit card","Successful"
"TR11011","Debit card","Successful"
"TR11012","Debit card","Successful"
"TR11013","Debit card","Successful"
"TR11014","Debit card","Successful"
"TR11015","Credit card","Successful"
"TR11016","Paypal","Successful"
"TR11017","Debit card","Successful"
"TR11018","Paypal","Successful"
"TR11019","Gift Card","Successful"
"TR11020","Credit card","Successful"
"TR11021","Paypal","Successful"
"TR11022","Debit card","Successful"
"TR11023","Credit card","Successful"
"TR11024","Credit card","Successful"
"TR11025","Paypal","Successful"
"TR11026","Credit card","Successful"
"TR11027","Debit card","Successful"
"TR11028","Credit card","Successful"
"TR11029","Debit card","Successful"
"TR11030","Debit card","Successful"
"TR11031","Debit card","Successful"
"TR11032","Credit card","Successful"
"TR11033","Credit card","Successful"
"TR11034","Debit card","Successful"
"TR11035","Credit card","Successful"
"TR11036","Credit card","Successful"
"TR11037","Paypal","Successful"
"TR11038","Debit card","Successful"
"TR11039","Credit card","Successful"
"TR11040","Credit card","Successful"
"TR11041","Credit card","Successful"
"TR11042","Credit card","Successful"
"TR11043","Credit card","Declined"
"TR11044","Credit card","Successful"
"TR11045","Paypal","Successful"
"TR11046","Credit card","Successful"
"TR11047","Credit card","Successful"
"TR11048","Paypal","Successful"
"TR11049","Credit card","Successful"
"TR11050","Credit card","Successful"
"TR11051","Debit card","Successful"
"TR11052","Debit card","Declined"
"TR11053","Debit card","Successful"
"TR11054","Paypal","Successful"
"TR11055","Credit card","Successful"
"TR11056","Debit card","Successful"
"TR11057","Credit card","Successful"
"TR11058","Debit card","Successful"
"TR11059","Credit card","Successful"
"TR11060","Credit card","Successful"
