"SHIPPING_ID","POST_CODE","CARRIER"
"SH10702","LS11 8ER","FedEx"
"SH10703","SE13 7JR","DHL"
"SH10704","BN16 3RY","UPS"
"SH10705","B63 2EW","Royal Mail"
"SH10706","ME13 7SB","Evri"
"SH10707","CA11 0DB","Royal Mail"
"SH10708","HP21 9LN","Evri"
"SH10709","JE3 9BB","UPS"
"SH10710","LA9 6FU","DHL"
"SH10711","BH15 1UH","FedEx"
"SH10712","M24 2UW","FedEx"
"SH10713","HD7 6DQ","DHL"
"SH10714","NP10 9PY","Evri"
"SH10715","NE5 1JP","DHL"
"SH10716","BS48 2LP","Evri"
"SH10717","IP14 5QE","FedEx"
"SH10718","BA20 2TB","UPS"
"SH10719","WA7 6SP","Evri"
"SH10720","CB6 1AH","Royal Mail"
"SH10721","LU4 0PX","UPS"
"SH10722","EX7 0NS","FedEx"
"SH10723","BT34 3FF","Evri"
"SH10724","BT30 9PX","UPS"
"SH10725","SS9 3QE","Royal Mail"
"SH10726","DN22 7BD","Evri"
"SH10727","TN22 3NP","Evri"
"SH10728","CO14 8RL","DHL"
"SH10729","BS48 4TG","FedEx"
"SH10730","CV3 4DP","DHL"
"SH10731","DL10 7AG","FedEx"
"SH10732","WR5 1SB","Royal Mail"
"SH10733","IM4 1ET","FedEx"
"SH10734","E4 7BE","Evri"
"SH10735","KY1 2YZ","Evri"
"SH10736","LU6 1FA","FedEx"
"SH10737","CF15 9SY","Royal Mail"
"SH10738","BA1 0BX","Evri"
"SH10739","G72 8AT","UPS"
"SH10740","DN9 1AN","UPS"
"SH10741","SR2 8JX","Royal Mail"
"SH10742","DT2 0LA","Royal Mail"
"SH10743","EN3 7AH","FedEx"
"SH10744","SP9 7BD","FedEx"
"SH10745","DL2 1QW","FedEx"
"SH10746","NW1 0TJ","UPS"
"SH10747","SE1P 6NN","UPS"
"SH10748","CF32 9LF","Royal Mail"
"SH10749","E1 6LD","DHL"
"SH10750","TN27 8LN","FedEx"
"SH10751","DN41 8ET","FedEx"
"SH10752","AL9 7QN","UPS"
"SH10753","BH15 3LL","FedEx"
"SH10754","PO8 9AN","FedEx"
"SH10755","G81 4BY","DHL"
"SH10756","TR15 3JL","FedEx"
"SH10757","WS12 1DR","UPS"
"SH10758","BS16 1PR","FedEx"
"SH10759","G22 7RP","UPS"
"SH10760","BS8 4QQ","Evri"
"SH10761","SW17 7DE","FedEx"
"SH10762","SN6 6FF","Royal Mail"
"SH10763","DE11 9RA","FedEx"
"SH10764","CH46 6AA","Evri"
"SH10765","NG22 9XL","FedEx"
"SH10766","NR15 1SX","DHL"
"SH10767","G75 0HG","Royal Mail"
"SH10768","SP3 5QE","Evri"
"SH10769","CF10 2HD","Royal Mail"
"SH10770","NN18 8BF","FedEx"
"SH10771","LA7 7HX","Evri"
"SH10772","NN8 5YX","FedEx"
"SH10773","PE9 1EL","UPS"
"SH10774","DG11 1HR","UPS"
"SH10775","LS20 8QE","Royal Mail"
"SH10776","B31 2HT","DHL"
"SH10777","PO14 2JF","DHL"
"SH10778","OL15 8PF","FedEx"
"SH10779","CF33 4PJ","FedEx"
"SH10780","CR3 5GG","DHL"
"SH10781","SO50 9YT","FedEx"
"SH10782","RG22 4RP","Royal Mail"
"SH10783","B71 1RP","Royal Mail"
"SH10784","KA12 8FA","Evri"
"SH10785","SA15 2LQ","DHL"
"SH10786","CA14 1LW","Evri"
"SH10787","BA22 7FU","FedEx"
"SH10788","CM20 9TD","DHL"
"SH10789","LL18 5PW","Royal Mail"
"SH10790","NR29 4QA","DHL"
"SH10791","BH6 5BU","UPS"
"SH10792","NE11 0AA","Evri"
"SH10793","BD12 0AA","DHL"
"SH10794","SO22 4AG","DHL"
"SH10795","LS25 6PD","DHL"
"SH10796","LE11 3HE","Evri"
"SH10797","NN4 8NA","FedEx"
"SH10798","CM23 4DG","Royal Mail"
"SH10799","B77 4GW","Royal Mail"
"SH10800","IP5 2FZ","Evri"
"SH10801","ME14 5SY","Royal Mail"
"SH10802","FY3 8BP","Evri"
"SH10803","YO7 3JQ","Royal Mail"
"SH10804","NG17 5EU","DHL"
"SH10805","LL16 3YQ","FedEx"
"SH10806","TS17 5NG","Evri"
"SH10807","M3 7BX","Evri"
"SH10808","LL53 7PH","Royal Mail"
"SH10809","NR30 2ES","DHL"
"SH10810","WR3 7JX","FedEx"
"SH10811","CB23 6GY","UPS"
"SH10812","NN1 2RW","UPS"
"SH10813","SN5 8AA","UPS"
"SH10814","S71 5HX","UPS"
"SH10815","PH7 3JB","Royal Mail"
"SH10816","CM13 3FN","FedEx"
"SH10817","EX16 7BZ","DHL"
"SH10818","FY8 3LW","UPS"
"SH10819","ME15 0SJ","Royal Mail"
"SH10820","SP3 5HG","DHL"
"SH10821","BN41 9EU","FedEx"
"SH10822","PO1 2TU","FedEx"
"SH10823","DT9 4DW","UPS"
"SH10824","IP8 4HB","Evri"
"SH10825","DL3 6SE","DHL"
"SH10826","GL15 4TQ","UPS"
"SH10827","M26 2QG","Royal Mail"
"SH10828","CO16 9LR","FedEx"
"SH10829","HG3 2UD","UPS"
"SH10830","LL20 8LD","Royal Mail"
"SH10831","LE13 1QL","FedEx"
"SH10832","N20 0HB","Royal Mail"
"SH10833","DY2 7HT","DHL"
"SH10834","RG9 2DN","UPS"
"SH10835","B36 8NP","Evri"
"SH10836","JE4 0RW","Royal Mail"
"SH10837","PO16 8EJ","DHL"
"SH10838","LS28 8HA","DHL"
"SH10839","LN4 1DS","FedEx"
"SH10840","CH41 1AQ","UPS"
"SH10841","CW2 5PQ","Evri"
"SH10842","M12 5RS","FedEx"
"SH10843","YO11 9TR","Royal Mail"
"SH10844","CT6 8AD","Royal Mail"
"SH10845","KW15 1PR","Evri"
"SH10846","AL10 0TZ","DHL"
"SH10847","YO8 5JR","DHL"
"SH10848","TS25 5SQ","DHL"
"SH10849","NN29 7EU","Royal Mail"
"SH10850","CW10 0NR","Royal Mail"
"SH10851","DY13 9BN","Royal Mail"
"SH10852","BS34 8UL","UPS"
"SH10853","LL67 0EW","DHL"
"SH10854","SO20 8GS","FedEx"
"SH10855","G61 2PN","Evri"
"SH10856","PE8 6AB","UPS"
"SH10857","BS1 6ZA","Royal Mail"
"SH10858","NW1W 9YL","FedEx"
"SH10859","B47 6AS","Royal Mail"
"SH10860","AB24 2QD","DHL"
"SH10861","BA14 9HP","UPS"
"SH10862","CH2 1PY","UPS"
"SH10863","PA5 9NG","Royal Mail"
"SH10864","RM1 4WN","DHL"
"SH10865","SS5 5HY","FedEx"
"SH10866","GU15 1HD","UPS"
"SH10867","L14 7PR","Evri"
"SH10868","TQ7 3XA","UPS"
"SH10869","KT2 7HR","FedEx"
"SH10870","CV6 1EH","FedEx"
"SH10871","NW6 2DX","Royal Mail"
"SH10872","CB7 4QH","DHL"
"SH10873","MK6 2QL","Royal Mail"
"SH10874","DN12 2JX","DHL"
"SH10875","HD1 4PE","Evri"
"SH10876","BL2 3QX","Royal Mail"
"SH10877","SY8 2LG","DHL"
"SH10878","BL5 2DE","DHL"
"SH10879","HD8 0WG","FedEx"
"SH10880","TF2 8JT","Evri"
"SH10881","SS2 6RB","UPS"
"SH10882","L26 6BN","Evri"
"SH10883","KT1 2EB","FedEx"
"SH10884","KA15 1GA","DHL"
"SH10885","RM12 4YH","DHL"
"SH10886","BB2 7BT","DHL"
"SH10887","SN15 4DZ","Evri"
"SH10888","LE4 7QQ","Royal Mail"
"SH10889","NG24 4LE","DHL"
"SH10890","CV47 2EF","Evri"
"SH10891","SS14 3NU","Evri"
"SH10892","NR21 8BA","DHL"
"SH10893","G53 5LB","Evri"
"SH10894","G51 4EG","Evri"
"SH10895","B17 0LR","Royal Mail"
"SH10896","BH19 2SS","FedEx"
"SH10897","DD8 4SD","Evri"
"SH10898","CF48 2AT","Royal Mail"
"SH10899","CT20 9SZ","UPS"
"SH10900","GU21 4JL","UPS"
"SH10901","PL2 2AY","DHL"
"SH10902","YO32 3WG","FedEx"
"SH10903","SS17 9LR","Royal Mail"
"SH10904","WA5 1NX","Evri"
"SH10905","RG22 4TY","FedEx"
"SH10906","SG7 5QX","FedEx"
"SH10907","SW9 8PD","DHL"
"SH10908","ME14 2LD","DHL"
"SH10909","OL11 3HA","Evri"
"SH10910","WR2 6DP","Evri"
"SH10911","BB1 4LB","Evri"
"SH10912","KT21 2LR","FedEx"
"SH10913","SA14 6SR","DHL"
"SH10914","TA1 1AF","UPS"
"SH10915","EC1V 9EL","Evri"
"SH10916","G32 9NA","DHL"
"SH10917","CA9 3QA","DHL"
"SH10918","NN18 0DL","Evri"
"SH10919","CM14 5LQ","FedEx"
"SH10920","TN26 1EG","Royal Mail"
"SH10921","CT16 2JW","UPS"
"SH10922","WF14 9HQ","FedEx"
"SH10923","YO32 3WS","DHL"
"SH10924","HU5 4HQ","FedEx"
"SH10925","AB22 9AF","UPS"
"SH10926","LU2 9PB","Royal Mail"
"SH10927","BD13 2JS","Royal Mail"
"SH10928","KY16 8EH","FedEx"
"SH10929","DL7 9JH","UPS"
"SH10930","SN5 4DU","DHL"
"SH10931","CV6 2EQ","DHL"
"SH10932","DT7 3LY","Royal Mail"
"SH10933","GL1 3FB","DHL"
"SH10934","IP4 4EF","FedEx"
"SH10935","BT32 3SH","Royal Mail"
"SH10936","FY6 8ES","FedEx"
"SH10937","NG25 0QW","FedEx"
"SH10938","BN16 2PD","Evri"
"SH10939","HD9 6QR","Evri"
"SH10940","BL3 2JX","UPS"
"SH10941","FK8 3AN","FedEx"
"SH10942","PR6 0HY","FedEx"
"SH10943","CF14 0YW","FedEx"
"SH10944","RH14 9SY","UPS"
"SH10945","CB9 8PU","FedEx"
"SH10946","BT92 8EG","FedEx"
"SH10947","CW5 5JG","UPS"
"SH10948","L4 4HE","UPS"
"SH10949","NG90 5PY","FedEx"
"SH10950","BN22 8JU","DHL"
"SH10951","WF13 1XL","Evri"
"SH10952","CF82 7QU","Royal Mail"
"SH10953","SS17 0AZ","FedEx"
"SH10954","DE55 7GT","Royal Mail"
"SH10955","LL61 5QH","Royal Mail"
"SH10956","SA6 7JQ","Royal Mail"
"SH10957","WR12 7NG","DHL"
"SH10958","WA11 0EX","Royal Mail"
"SH10959","BS40 6PB","Royal Mail"
"SH10960","KA9 2SB","DHL"
"SH10961","WS3 1ED","DHL"
"SH10962","HD9 2PQ","UPS"
"SH10963","CO5 0DG","Evri"
"SH10964","YO42 2XN","DHL"
"SH10965","IP6 8HY","FedEx"
"SH10966","SG6 3HG","UPS"
"SH10967","CF46 5NE","Evri"
"SH10968","GU7 3LR","Evri"
"SH10969","RG20 9LA","Evri"
"SH10970","SS17 8PX","Evri"
"SH10971","DH1 3QG","Evri"
"SH10972","SE14 5LB","DHL"
"SH10973","RH13 5QT","Royal Mail"
"SH10974","OX12 8BB","Evri"
"SH10975","PA4 9PJ","UPS"
"SH10976","OL11 3QJ","Royal Mail"
"SH10977","PE11 3AX","FedEx"
"SH10978","B28 0PE","Evri"
"SH10979","WS9 8UP","Royal Mail"
"SH10980","S10 1NS","UPS"
"SH10981","RM2 5JS","FedEx"
"SH10982","TS6 7EA","DHL"
"SH10983","EX8 4LT","Evri"
"SH10984","WF8 2EG","DHL"
"SH10985","B61 7NA","FedEx"
"SH10986","SN15 2PU","Royal Mail"
"SH10987","KA1 2PR","FedEx"
"SH10988","NE23 6UR","FedEx"
"SH10989","NG16 1QQ","DHL"
"SH10990","TN20 6DX","UPS"
"SH10991","IV17 0TJ","FedEx"
"SH10992","S8 0SQ","UPS"
"SH10993","NE13 6EZ","Royal Mail"
"SH10994","BA11 6PU","UPS"
"SH10995","SE25 4BJ","Royal Mail"
"SH10996","DL6 2GB","DHL"
"SH10997","CV32 4RE","Royal Mail"
"SH10998","PL14 3HJ","DHL"
"SH10999","SN5 6DP","Evri"
"SH11000","SA5 9BA","Royal Mail"
